id,batch,date,solute_identifier,secondary_solute_identifier,secondary_solute_ratio,solvent,membrane,permeance,pressure,temperature,process_configuration,rejection,exclude
228,OC1,1/11/2025,1416881-52-1,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.946,0
229,OC1,1/11/2025,632-69-9,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.94,1
230,OC1,1/11/2025,18531-99-2,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.929,1
231,OC1,1/11/2025,140924-50-1,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.946,1
232,OC1,1/11/2025,1416881-52-1,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.926,1
233,OC1,1/11/2025,632-69-9,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.95,0
234,OC1,1/11/2025,18531-99-2,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.942,0
235,OC1,1/11/2025,140924-50-1,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.944,0
236,OC1,1/11/2025,1416881-52-1,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.942,0
237,OC1,1/11/2025,632-69-9,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.898362892,1
238,OC1,1/11/2025,18531-99-2,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.883045184,1
239,OC1,1/11/2025,140924-50-1,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.918079096,1
240,OC1,1/11/2025,1416881-52-1,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.882139619,1
241,OC1,1/15/2025,632-69-9,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.944,0
242,OC1,1/15/2025,18531-99-2,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.912,0
243,OC1,1/15/2025,140924-50-1,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.973,0
244,OC1,1/15/2025,1416881-52-1,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.972,0
245,OC1,1/15/2025,632-69-9,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.976,0
246,OC1,1/15/2025,18531-99-2,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.905,0
247,OC1,1/15/2025,140924-50-1,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.955,0
248,OC1,1/15/2025,1416881-52-1,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.961,0
249,Delta,1/16/2025,60804-75-3,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.979,0
250,Delta,1/16/2025,94928-86-6,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.965,0
251,Delta,1/16/2025,1352428-78-4,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.974,0
252,Delta,1/16/2025,2042201-18-1,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.975,0
253,Delta,1/16/2025,60804-75-3,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.971,0
254,Delta,1/16/2025,94928-86-6,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.968,0
255,Delta,1/16/2025,1352428-78-4,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.953,0
256,Delta,1/16/2025,2042201-18-1,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.95,0
257,PH,1/22/2025,224311-51-7,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,0.004047093,0
258,PH,1/22/2025,932710-63-9,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,0.162525458,0
259,PH,1/22/2025,247940-06-3,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,-0.070592301,0
260,PH,1/22/2025,213697-53-1,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,-0.229304196,0
261,PH,1/22/2025,564483-18-7,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,0.065586677,0
262,PH,1/22/2025,1160861-53-9,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,0.344855305,0
263,PH,1/22/2025,224311-51-7,None,0.5,Toluene,PMS600,2.51,30,21,DE,-0.000635494,0
264,PH,1/22/2025,932710-63-9,None,0.5,Toluene,PMS600,2.51,30,21,DE,0.354107264,0
265,PH,1/22/2025,247940-06-3,None,0.5,Toluene,PMS600,2.51,30,21,DE,0.090249276,0
266,PH,1/22/2025,213697-53-1,None,0.5,Toluene,PMS600,2.51,30,21,DE,-0.055922301,0
267,PH,1/22/2025,564483-18-7,None,0.5,Toluene,PMS600,2.51,30,21,DE,0.402482967,0
268,PH,1/22/2025,1160861-53-9,None,0.5,Toluene,PMS600,2.51,30,21,DE,0.47117593,0
269,PH,1/22/2025,224311-51-7,None,0.5,Toluene,SS336,2.439741329,30,21,DE,0.18683524,0
270,PH,1/22/2025,932710-63-9,None,0.5,Toluene,SS336,2.439741329,30,21,DE,0.640325866,0
271,PH,1/22/2025,247940-06-3,None,0.5,Toluene,SS336,2.439741329,30,21,DE,0.119713138,0
272,PH,1/22/2025,213697-53-1,None,0.5,Toluene,SS336,2.439741329,30,21,DE,-0.063586008,0
273,PH,1/22/2025,564483-18-7,None,0.5,Toluene,SS336,2.439741329,30,21,DE,0.363542771,0
274,PH,1/22/2025,1160861-53-9,None,0.5,Toluene,SS336,2.439741329,30,21,DE,0.723702343,0
275,PH,1/22/2025,224311-51-7,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,-0.021473008,0
276,PH,1/22/2025,932710-63-9,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,0.715818058,0
277,PH,1/22/2025,247940-06-3,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,-0.170086836,0
278,PH,1/22/2025,213697-53-1,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,-0.707261552,0
279,PH,1/22/2025,564483-18-7,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,0.146858441,0
280,PH,1/22/2025,1160861-53-9,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,0.783073036,0
281,PH,1/22/2025,224311-51-7,None,0.5,Toluene,PMS600,2.51,10,21,DE,0.170914442,0
282,PH,1/22/2025,932710-63-9,None,0.5,Toluene,PMS600,2.51,10,21,DE,0.662864902,0
283,PH,1/22/2025,247940-06-3,None,0.5,Toluene,PMS600,2.51,10,21,DE,0.188922971,0
284,PH,1/22/2025,213697-53-1,None,0.5,Toluene,PMS600,2.51,10,21,DE,-0.054784126,0
285,PH,1/22/2025,564483-18-7,None,0.5,Toluene,PMS600,2.51,10,21,DE,0.418107494,0
286,PH,1/22/2025,1160861-53-9,None,0.5,Toluene,PMS600,2.51,10,21,DE,0.730592559,0
287,PH,1/22/2025,224311-51-7,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.163756773,0
288,PH,1/22/2025,932710-63-9,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.751120163,0
289,PH,1/22/2025,247940-06-3,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.190910269,0
290,PH,1/22/2025,213697-53-1,None,0.5,Toluene,SS336,2.439741329,10,21,DE,-0.056605205,0
291,PH,1/22/2025,564483-18-7,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.483906132,0
292,PH,1/22/2025,1160861-53-9,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.837046394,0
293,PH,1/22/2025,224311-51-7,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,-0.051742591,0
294,PH,1/22/2025,932710-63-9,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,0.82539036,0
295,PH,1/22/2025,247940-06-3,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,-0.302868622,0
296,PH,1/22/2025,213697-53-1,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,-0.846460278,0
297,PH,1/22/2025,564483-18-7,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,0.116169569,0
298,PH,1/22/2025,1160861-53-9,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,0.918867708,0
299,PH,1/22/2025,224311-51-7,None,0.5,Toluene,PMS600,2.51,20,21,DE,-0.034952171,0
300,PH,1/22/2025,932710-63-9,None,0.5,Toluene,PMS600,2.51,20,21,DE,0.835980991,0
301,PH,1/22/2025,247940-06-3,None,0.5,Toluene,PMS600,2.51,20,21,DE,-0.142307858,0
302,PH,1/22/2025,213697-53-1,None,0.5,Toluene,PMS600,2.51,20,21,DE,-0.540367251,0
303,PH,1/22/2025,564483-18-7,None,0.5,Toluene,PMS600,2.51,20,21,DE,0.440378501,0
304,PH,1/22/2025,1160861-53-9,None,0.5,Toluene,PMS600,2.51,20,21,DE,0.903249885,0
305,PH,1/22/2025,224311-51-7,None,0.5,Toluene,SS336,2.439741329,20,21,DE,0.271255602,0
306,PH,1/22/2025,932710-63-9,None,0.5,Toluene,SS336,2.439741329,20,21,DE,0.794772573,0
307,PH,1/22/2025,247940-06-3,None,0.5,Toluene,SS336,2.439741329,20,21,DE,0.232600337,0
308,PH,1/22/2025,213697-53-1,None,0.5,Toluene,SS336,2.439741329,20,21,DE,-0.02397754,0
309,PH,1/22/2025,564483-18-7,None,0.5,Toluene,SS336,2.439741329,20,21,DE,0.507918244,0
310,PH,1/22/2025,1160861-53-9,None,0.5,Toluene,SS336,2.439741329,20,21,DE,0.8712678,0
311,PH,1/22/2025,224311-51-7,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.962853145,0
312,PH,1/22/2025,932710-63-9,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.973922299,0
313,PH,1/22/2025,247940-06-3,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.959297384,0
314,PH,1/22/2025,213697-53-1,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.962798512,0
315,PH,1/22/2025,564483-18-7,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.968606432,0
316,PH,1/22/2025,1160861-53-9,None,0.5,Acetonitrile,NFX,0.36,10,21,CF,0.737187911,0
317,PH,1/22/2025,224311-51-7,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.921258662,1
318,PH,1/22/2025,932710-63-9,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.948243747,1
319,PH,1/22/2025,247940-06-3,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.912314666,1
320,PH,1/22/2025,213697-53-1,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.914376575,1
321,PH,1/22/2025,564483-18-7,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.926416539,1
322,PH,1/22/2025,1160861-53-9,None,0.5,Acetonitrile,TS40,1.46,10,21,CF,0.88304862,1
323,PH,1/22/2025,224311-51-7,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.942335329,0
324,PH,1/22/2025,932710-63-9,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.964285714,0
325,PH,1/22/2025,247940-06-3,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.933813584,0
326,PH,1/22/2025,213697-53-1,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.934317064,0
327,PH,1/22/2025,564483-18-7,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.94382135,0
328,PH,1/22/2025,1160861-53-9,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.759930915,0
329,PH,1/22/2025,224311-51-7,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.798483034,1
330,PH,1/22/2025,932710-63-9,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.833440102,1
331,PH,1/22/2025,247940-06-3,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.772919729,1
332,PH,1/22/2025,213697-53-1,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.77041241,1
333,PH,1/22/2025,564483-18-7,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.791107551,1
334,PH,1/22/2025,1160861-53-9,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.742659758,1
335,PH,1/22/2025,224311-51-7,None,0.5,Acetonitrile,NFX,0.36,30,21,CF,0.891663606,0
336,PH,1/22/2025,932710-63-9,None,0.5,Acetonitrile,NFX,0.36,30,21,CF,0.924907673,0
337,PH,1/22/2025,247940-06-3,None,0.5,Acetonitrile,NFX,0.36,30,21,CF,0.876441792,0
338,PH,1/22/2025,213697-53-1,None,0.5,Acetonitrile,NFX,0.36,30,21,CF,0.874566782,0
339,PH,1/22/2025,564483-18-7,None,0.5,Acetonitrile,NFX,0.36,30,21,CF,0.879139891,0
340,PH,1/22/2025,1160861-53-9,None,0.5,Acetonitrile,NFX,0.36,30,21,CF,0.677458034,0
341,PH,1/22/2025,224311-51-7,None,0.5,Acetonitrile,TS40,1.46,30,21,CF,0.483726588,1
342,PH,1/22/2025,932710-63-9,None,0.5,Acetonitrile,TS40,1.46,30,21,CF,0.524210094,1
343,PH,1/22/2025,247940-06-3,None,0.5,Acetonitrile,TS40,1.46,30,21,CF,0.392167382,1
344,PH,1/22/2025,213697-53-1,None,0.5,Acetonitrile,TS40,1.46,30,21,CF,0.357682396,1
345,PH,1/22/2025,564483-18-7,None,0.5,Acetonitrile,TS40,1.46,30,21,CF,0.304251112,1
346,PH,1/22/2025,1160861-53-9,None,0.5,Acetonitrile,TS40,1.46,30,21,CF,0.408872902,1
347,CLX,1/20/2025,74568-07-3,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.917461294,0
348,CLX,1/20/2025,23666-43-5,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.929911452,0
349,CLX,1/20/2025,74568-07-3,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.937803753,0
350,CLX,1/20/2025,23666-43-5,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.943508841,0
351,CLX,1/20/2025,74568-07-3,None,0.5,Ethanol,NFX,0.24,10,21,CF,0.96489487,0
352,CLX,1/20/2025,23666-43-5,None,0.5,Ethanol,NFX,0.24,10,21,CF,0.974341896,0
353,CLX,1/20/2025,74568-07-3,None,0.5,Ethanol,TS40,0.3787,10,21,CF,0.915128419,1
354,CLX,1/20/2025,23666-43-5,None,0.5,Ethanol,TS40,0.3787,10,21,CF,0.90032869,1
355,CLX,1/20/2025,74568-07-3,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.939334279,0
356,CLX,1/20/2025,23666-43-5,None,0.5,Acetonitrile,NFX,0.36,20,21,CF,0.884586554,0
357,CLX,1/20/2025,74568-07-3,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.815866665,1
358,CLX,1/20/2025,23666-43-5,None,0.5,Acetonitrile,TS40,1.46,20,21,CF,0.737655189,1
359,CLX,1/20/2025,74568-07-3,None,0.5,Acetonitrile,NFX,0.36,30,21,CF,0.817098291,0
360,CLX,1/20/2025,23666-43-5,None,0.5,Acetonitrile,NFX,0.36,30,21,CF,0.678316255,0
361,CLX,1/20/2025,74568-07-3,None,0.5,Acetonitrile,TS40,1.46,30,21,CF,0.564479499,1
362,CLX,1/20/2025,23666-43-5,None,0.5,Acetonitrile,TS40,1.46,30,21,CF,0.126064736,1
363,GC1,1/26/2025,108-91-8,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,-0.037607891,0
364,GC1,1/26/2025,1643-19-2,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,0.990131579,0
365,GC1,1/26/2025,1122-58-3,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,-0.056935818,0
366,GC1,1/26/2025,69610-40-8,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,-0.141242938,0
367,GC1,1/26/2025,108-91-8,None,0.5,Toluene,PMPerformance,0.716741199,30,21,DE,0.033908755,0
368,GC1,1/26/2025,1643-19-2,None,0.5,Toluene,PMPerformance,0.716741199,30,21,DE,0.955592105,0
369,GC1,1/26/2025,1122-58-3,None,0.5,Toluene,PMPerformance,0.716741199,30,21,DE,0.00931677,0
370,GC1,1/26/2025,69610-40-8,None,0.5,Toluene,PMPerformance,0.716741199,30,21,DE,0.026836158,0
371,GC1,1/26/2025,108-91-8,None,0.5,Toluene,SS336,2.439741329,30,21,DE,-0.007398274,0
372,GC1,1/26/2025,1643-19-2,None,0.5,Toluene,SS336,2.439741329,30,21,DE,0.282894737,0
373,GC1,1/26/2025,1122-58-3,None,0.5,Toluene,SS336,2.439741329,30,21,DE,0.022774327,0
374,GC1,1/26/2025,69610-40-8,None,0.5,Toluene,SS336,2.439741329,30,21,DE,-0.012711864,0
375,GC1,1/26/2025,108-91-8,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,0.053637485,0
376,GC1,1/26/2025,1643-19-2,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,0.5,0
377,GC1,1/26/2025,1122-58-3,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,-0.089026915,0
378,GC1,1/26/2025,69610-40-8,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,0.086158192,0
379,GC1,1/26/2025,108-91-8,None,0.5,Toluene,PMPerformance,0.716741199,10,21,DE,0.006165228,0
380,GC1,1/26/2025,1643-19-2,None,0.5,Toluene,PMPerformance,0.716741199,10,21,DE,0.814144737,0
381,GC1,1/26/2025,1122-58-3,None,0.5,Toluene,PMPerformance,0.716741199,10,21,DE,-0.027950311,0
382,GC1,1/26/2025,69610-40-8,None,0.5,Toluene,PMPerformance,0.716741199,10,21,DE,0.128531073,0
383,GC1,1/26/2025,108-91-8,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.020345253,0
384,GC1,1/26/2025,1643-19-2,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.421052632,0
385,GC1,1/26/2025,1122-58-3,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.099378882,0
386,GC1,1/26/2025,69610-40-8,None,0.5,Toluene,SS336,2.439741329,10,21,DE,-0.064971751,0
387,GC1,1/26/2025,108-91-8,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,-0.019112207,0
388,GC1,1/26/2025,1643-19-2,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,0.225328947,0
389,GC1,1/26/2025,1122-58-3,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,-0.132505176,0
390,GC1,1/26/2025,69610-40-8,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,-0.035310734,0
391,GC1,1/26/2025,108-91-8,None,0.5,Toluene,PMPerformance,0.716741199,20,21,DE,-0.038840937,0
392,GC1,1/26/2025,1643-19-2,None,0.5,Toluene,PMPerformance,0.716741199,20,21,DE,0.536184211,0
393,GC1,1/26/2025,1122-58-3,None,0.5,Toluene,PMPerformance,0.716741199,20,21,DE,-0.102484472,0
394,GC1,1/26/2025,69610-40-8,None,0.5,Toluene,PMPerformance,0.716741199,20,21,DE,-0.009887006,0
395,GC1,1/26/2025,108-91-8,None,0.5,Toluene,SS336,2.439741329,20,21,DE,0.045622688,0
396,GC1,1/26/2025,1643-19-2,None,0.5,Toluene,SS336,2.439741329,20,21,DE,0.286184211,0
397,GC1,1/26/2025,1122-58-3,None,0.5,Toluene,SS336,2.439741329,20,21,DE,-0.028985507,0
398,GC1,1/26/2025,69610-40-8,None,0.5,Toluene,SS336,2.439741329,20,21,DE,-0.016949153,0
399,GC1,1/26/2025,121-44-8,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.301752464,0
400,GC1,1/26/2025,110-86-1,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.176125245,0
401,GC1,1/26/2025,110-18-9,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.403361345,0
402,GC1,1/26/2025,108-91-8,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.16786141,0
403,GC1,1/26/2025,80-70-6,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.446519525,0
404,GC1,1/26/2025,1643-19-2,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.983344899,0
405,GC1,1/26/2025,1122-58-3,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.251877347,0
406,GC1,1/26/2025,69610-40-8,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.360358744,0
407,GC1,1/26/2025,121-44-8,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.101626016,0
408,GC1,1/26/2025,110-86-1,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,-0.048594132,0
409,GC1,1/26/2025,110-18-9,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,-0.040968343,0
410,GC1,1/26/2025,108-91-8,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,-0.037283622,0
411,GC1,1/26/2025,80-70-6,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.287109375,0
412,GC1,1/26/2025,1643-19-2,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.957603687,0
413,GC1,1/26/2025,1122-58-3,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,-0.08410837,0
414,GC1,1/26/2025,69610-40-8,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.201108978,0
415,IrRu,1/23/2025,23570-43-6,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,0.147268409,0
416,IrRu,1/23/2025,94928-86-6,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,-0.05855741,0
417,IrRu,1/23/2025,870987-63-6,None,0.5,Toluene,GMT-oNF-2,0.341009623,30,21,DE,0.581405407,0
418,IrRu,1/23/2025,23570-43-6,None,0.5,Toluene,PMPerformance,0.716741199,30,21,DE,0.091152019,0
419,IrRu,1/23/2025,94928-86-6,None,0.5,Toluene,PMPerformance,0.716741199,30,21,DE,0.925004502,0
420,IrRu,1/23/2025,870987-63-6,None,0.5,Toluene,PMPerformance,0.716741199,30,21,DE,0.999392634,0
421,IrRu,1/23/2025,23570-43-6,None,0.5,Toluene,SS336,2.439741329,30,21,DE,0.131532067,0
422,IrRu,1/23/2025,94928-86-6,None,0.5,Toluene,SS336,2.439741329,30,21,DE,0.301459996,0
423,IrRu,1/23/2025,870987-63-6,None,0.5,Toluene,SS336,2.439741329,30,21,DE,0.545073896,0
424,IrRu,1/23/2025,23570-43-6,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,0.053444181,0
425,IrRu,1/23/2025,94928-86-6,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,0.099228738,0
426,IrRu,1/23/2025,870987-63-6,None,0.5,Toluene,GMT-oNF-2,0.341009623,10,21,DE,0.556954337,0
427,IrRu,1/23/2025,23570-43-6,None,0.5,Toluene,PMPerformance,0.716741199,10,21,DE,0.350653207,0
428,IrRu,1/23/2025,94928-86-6,None,0.5,Toluene,PMPerformance,0.716741199,10,21,DE,0.936408379,0
429,IrRu,1/23/2025,870987-63-6,None,0.5,Toluene,PMPerformance,0.716741199,10,21,DE,0.984226897,0
430,IrRu,1/23/2025,23570-43-6,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.080463183,0
431,IrRu,1/23/2025,94928-86-6,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.384130604,0
432,IrRu,1/23/2025,870987-63-6,None,0.5,Toluene,SS336,2.439741329,10,21,DE,0.451107062,0
433,IrRu,1/23/2025,23570-43-6,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,0.058788599,0
434,IrRu,1/23/2025,94928-86-6,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,-0.002873477,0
435,IrRu,1/23/2025,870987-63-6,None,0.5,Toluene,GMT-oNF-2,0.341009623,20,21,DE,0.60985957,0
436,IrRu,1/23/2025,23570-43-6,None,0.5,Toluene,PMPerformance,0.716741199,20,21,DE,0.041122328,0
437,IrRu,1/23/2025,94928-86-6,None,0.5,Toluene,PMPerformance,0.716741199,20,21,DE,0.900321109,0
438,IrRu,1/23/2025,870987-63-6,None,0.5,Toluene,PMPerformance,0.716741199,20,21,DE,0.98053669,0
439,IrRu,1/23/2025,23570-43-6,None,0.5,Toluene,SS336,2.439741329,20,21,DE,0.182007126,0
440,IrRu,1/23/2025,94928-86-6,None,0.5,Toluene,SS336,2.439741329,20,21,DE,0.422993818,0
441,IrRu,1/23/2025,870987-63-6,None,0.5,Toluene,SS336,2.439741329,20,21,DE,0.509984724,0
442,KJ,1/28/2025,KJ2,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.475326233,0
443,KJ,1/28/2025,KJ6,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.880291306,0
444,KJ,1/28/2025,KJ7,None,0.5,Ethanol,SeppurePT,0.0141,10,21,CF,0.996429602,0
445,KJ,1/28/2025,KJ2,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.50304302,0
446,KJ,1/28/2025,KJ6,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.86760217,0
447,KJ,1/28/2025,KJ7,None,0.5,Ethanol,SeppurePT,0.0141,20,21,CF,0.991363757,0
448,GC1,1/27/2025,121-44-8,None,0.5,Ethanol,NFX,0.24,10,21,CF,1,0
449,GC1,1/27/2025,110-86-1,None,0.5,Ethanol,NFX,0.24,10,21,CF,0.264313919,0
450,GC1,1/27/2025,110-18-9,None,0.5,Ethanol,NFX,0.24,10,21,CF,0.996047431,0
451,GC1,1/27/2025,108-91-8,None,0.5,Ethanol,NFX,0.24,10,21,CF,0.938174274,0
452,GC1,1/27/2025,1643-19-2,None,0.5,Ethanol,NFX,0.24,10,21,CF,0.929090909,0
453,GC1,1/27/2025,1122-58-3,None,0.5,Ethanol,NFX,0.24,10,21,CF,0.875600962,0
454,GC1,1/27/2025,69610-40-8,None,0.5,Ethanol,NFX,0.24,10,21,CF,0.920827389,0
455,GC1,1/27/2025,121-44-8,None,0.5,Ethanol,TS40,0.3787,10,21,CF,0.987202925,1
456,GC1,1/27/2025,110-86-1,None,0.5,Ethanol,TS40,0.3787,10,21,CF,-0.434353406,1
457,GC1,1/27/2025,110-18-9,None,0.5,Ethanol,TS40,0.3787,10,21,CF,0.975296443,1
458,GC1,1/27/2025,108-91-8,None,0.5,Ethanol,TS40,0.3787,10,21,CF,0.53153527,1
459,GC1,1/27/2025,1643-19-2,None,0.5,Ethanol,TS40,0.3787,10,21,CF,0.941818182,1
460,GC1,1/27/2025,1122-58-3,None,0.5,Ethanol,TS40,0.3787,10,21,CF,0.409254808,1
461,GC1,1/27/2025,69610-40-8,None,0.5,Ethanol,TS40,0.3787,10,21,CF,0.904422254,1
462,GC1,1/27/2025,121-44-8,None,0.5,Ethanol,SB90,2.033857,10,21,CF,-0.003656307,0
463,GC1,1/27/2025,110-86-1,None,0.5,Ethanol,SB90,2.033857,10,21,CF,0.122161895,0
464,GC1,1/27/2025,110-18-9,None,0.5,Ethanol,SB90,2.033857,10,21,CF,-0.039525692,0
465,GC1,1/27/2025,108-91-8,None,0.5,Ethanol,SB90,2.033857,10,21,CF,0.015767635,0
466,GC1,1/27/2025,1643-19-2,None,0.5,Ethanol,SB90,2.033857,10,21,CF,-0.352727273,0
467,GC1,1/27/2025,1122-58-3,None,0.5,Ethanol,SB90,2.033857,10,21,CF,-0.043269231,0
468,GC1,1/27/2025,69610-40-8,None,0.5,Ethanol,SB90,2.033857,10,21,CF,-0.023537803,0
469,GC1,1/27/2025,121-44-8,None,0.5,Ethanol,NFX,0.24,20,21,CF,0.998628885,0
