fragment_smiles,mean_fragment_effect_rejection_selectivity,std_fragment_effect_rejection_selectivity,mean_fragment_effect_logp_difference,std_fragment_effect_logp_difference,fragment_mw,type
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.5650647251200804,0.8463012414482664,5.3467550000000035,0.20818658249651512,321.44000000000005,overall
[*]C(C)(C)C,1.198937643254435,0.17754368719310307,1.405834999999999,0.1398514146664622,57.116,overall
[*]C(C)C,1.1449015779450273,0.16566864562160494,1.1237349999999993,0.08487847210168066,43.089,overall
[*]C(F)(F)F,1.1229439735268454,0.1626858164299654,1.0758599999999994,0.16187794102185057,69.00500000000001,overall
[*]C12CC3CC(CC(C2)C3)C1,1.2488078828209146,0.267342466027559,2.576134999999999,0.13985141466646359,135.23,overall
[*]C1CCC2(CCCC2)CC1,1.2151685823331415,0.24861471386326195,3.2183350000000006,0.08487847210168181,137.246,overall
[*]C1CCCCC1,1.1416513241890167,0.21463155620863458,2.048034999999998,0.08487847210168056,83.15400000000001,overall
[*]C1CCCCCCC1,1.1626423715194119,0.2194459887459952,2.8282349999999994,0.08487847210168156,111.20800000000001,overall
[*]C1CCCCCCCCC1,1.1775230607441152,0.21587169776848583,3.6084350000000014,0.08487847210168209,139.262,overall
[*]CCCCCC,1.1592561431077009,0.20297415477567535,2.2450099999999984,0.13646689554228186,85.17,overall
[*]CCCCCCCC,1.1846601979628681,0.21681655033631572,3.02521,0.13646689554228247,113.224,overall
[*]CCCCCCCCCC,1.2002048916918342,0.2220579387882727,3.805410000000002,0.1364668955422818,141.27800000000002,overall
[*]N,1.09262257837049,0.12799050302829162,-0.47574499999999986,0.18905610271473428,16.023,overall
[*]N1CCCCC1,1.1174483703702638,0.20888239260724492,0.9919049999999994,0.1794730663710619,84.14200000000001,overall
[*]O,1.0984194415906052,0.15954357654449522,-0.3448650000000002,0.24390879933847615,17.007,overall
[*]OC,1.059279660644264,0.11063531176415294,0.08130500000000014,0.1943504525200208,31.034,overall
[*]c1ccccc1,1.1331563563556226,0.19591232347598617,1.5535349999999988,0.2604590063209252,77.106,overall
[*]c1ccncc1,1.13424945848487,0.21211317473985786,0.9485349999999995,0.2604590063209255,78.09399999999998,overall
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.0714344338683006,0.09119723070094189,5.339600000000006,0.25115786093831477,321.44000000000005,metal_catalyst
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,2.0586950163718605,0.9809304161212699,5.353910000000001,0.168240928102792,321.44000000000005,organocatalyst
[*]C(C)(C)C,1.1548516383349081,0.12777871005815222,1.4286099999999973,0.1540175491443913,57.116,metal_catalyst
[*]C(C)(C)C,1.2430236481739618,0.2142416473382612,1.3830600000000006,0.12812462856314769,57.116,organocatalyst
[*]C(C)C,1.0899330796793987,0.09279526594654504,1.124909999999998,0.10483265447580922,43.089,metal_catalyst
[*]C(C)C,1.1998700762106562,0.20643711289652225,1.1225600000000004,0.06493258384235505,43.089,organocatalyst
[*]C(F)(F)F,1.074314182318276,0.09124000282822219,1.1088899999999986,0.19720469033187077,69.00500000000001,metal_catalyst
[*]C(F)(F)F,1.1715737647354145,0.20565533398749614,1.04283,0.11834885391173948,69.00500000000001,organocatalyst
[*]C12CC3CC(CC(C2)C3)C1,1.1027517708729788,0.11649731223988846,2.598909999999998,0.15401754914439264,135.23,metal_catalyst
[*]C12CC3CC(CC(C2)C3)C1,1.3948639947688506,0.2998472792964246,2.55336,0.12812462856314902,135.23,organocatalyst
[*]C1CCC2(CCCC2)CC1,1.0864315956521764,0.11410191697634216,3.219510000000001,0.10483265447581093,137.246,metal_catalyst
[*]C1CCC2(CCCC2)CC1,1.3439055690141062,0.2839676783493222,3.2171600000000007,0.06493258384235533,137.246,organocatalyst
[*]C1CCCCC1,1.027031078674336,0.10469451814452467,2.049209999999996,0.10483265447580906,83.15400000000001,metal_catalyst
[*]C1CCCCC1,1.2562715697036975,0.23894743742963956,2.04686,0.06493258384235516,83.15400000000001,organocatalyst
[*]C1CCCCCCC1,1.0548543958884653,0.11059057964863775,2.8294099999999993,0.1048326544758106,111.20800000000001,metal_catalyst
[*]C1CCCCCCC1,1.2704303471503584,0.252220550969428,2.82706,0.06493258384235524,111.20800000000001,organocatalyst
[*]C1CCCCCCCCC1,1.084837562416293,0.11294819097701886,3.609610000000002,0.1048326544758114,139.262,metal_catalyst
[*]C1CCCCCCCCC1,1.2702085590719372,0.25793701458585166,3.607260000000001,0.06493258384235548,139.262,organocatalyst
[*]CCCCCC,1.0539727182820364,0.0986059442726099,2.2563099999999965,0.1277560909615618,85.17,metal_catalyst
[*]CCCCCC,1.2645395679333653,0.22938842883672533,2.2337100000000003,0.15069936555200975,85.17,organocatalyst
[*]CCCCCCCC,1.0695475762365019,0.10135793796872261,3.03651,0.1277560909615618,113.224,metal_catalyst
[*]CCCCCCCC,1.2997728196892346,0.24397170044842612,3.01391,0.15069936555201055,113.224,organocatalyst
[*]CCCCCCCCCC,1.087560696773084,0.1041446237624683,3.8167100000000027,0.12775609096155988,141.27800000000002,metal_catalyst
[*]CCCCCCCCCC,1.3128490866105844,0.2550589514631921,3.794110000000001,0.1506993655520107,141.27800000000002,organocatalyst
[*]N,1.0364303785695,0.055770169070248524,-0.4739199999999995,0.23759258686527504,16.023,metal_catalyst
[*]N,1.1488147781714797,0.15638475922141637,-0.4775700000000002,0.13783373276846578,16.023,organocatalyst
