fragment_smiles,mean_fragment_effect_rejection_selectivity,std_fragment_effect_rejection_selectivity,mean_fragment_effect_logp_difference,std_fragment_effect_logp_difference,fragment_mw,type
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.5573313751159532,0.3604926224177424,5.3467550000000035,0.20818658249651512,321.44000000000005,overall
[*]C(C)(C)C,1.197488711507362,0.12768595650858064,1.405834999999999,0.1398514146664622,57.116,overall
[*]C(C)C,1.1231223555227332,0.1009530577207567,1.1237349999999993,0.08487847210168066,43.089,overall
[*]C(F)(F)F,1.1060422222367716,0.09392355064052829,1.0758599999999994,0.16187794102185057,69.00500000000001,overall
[*]C12CC3CC(CC(C2)C3)C1,1.300659688367058,0.1538220814719821,2.576134999999999,0.13985141466646359,135.23,overall
[*]C1CCC2(CCCC2)CC1,1.2690938696504177,0.14957088935877152,3.2183350000000006,0.08487847210168181,137.246,overall
[*]C1CCCCC1,1.1267549337283471,0.10416654631041986,2.048034999999998,0.08487847210168056,83.15400000000001,overall
[*]C1CCCCCCC1,1.1753747041260012,0.12823186262469025,2.8282349999999994,0.08487847210168156,111.20800000000001,overall
[*]C1CCCCCCCCC1,1.2316736827851285,0.15911055666170515,3.6084350000000014,0.08487847210168209,139.262,overall
[*]CCCCCC,1.1207968271572297,0.09561262712025896,2.2450099999999984,0.13646689554228186,85.17,overall
[*]CCCCCCCC,1.152032180291233,0.10752846000150881,3.02521,0.13646689554228247,113.224,overall
[*]CCCCCCCCCC,1.1874216083903064,0.11942362218334802,3.805410000000002,0.1364668955422818,141.27800000000002,overall
[*]N,1.0976998320678333,0.08314781486769772,-0.47574499999999986,0.18905610271473428,16.023,overall
[*]N1CCCCC1,1.1187699294049671,0.11685585783534734,0.9919049999999994,0.1794730663710619,84.14200000000001,overall
[*]O,1.0934102666008647,0.10401565333943556,-0.3448650000000002,0.24390879933847615,17.007,overall
[*]OC,1.0678172206860426,0.07803389033054342,0.08130500000000014,0.1943504525200208,31.034,overall
[*]c1ccccc1,1.078134705350522,0.09395660134229732,1.5535349999999988,0.2604590063209252,77.106,overall
[*]c1ccncc1,1.0737978185251191,0.09792009552987797,0.9485349999999995,0.2604590063209255,78.09399999999998,overall
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.2531133099724383,0.11908896359069508,5.339600000000006,0.25115786093831477,321.44000000000005,metal_catalyst
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.8615494402594681,0.23345983025864717,5.353910000000001,0.168240928102792,321.44000000000005,organocatalyst
[*]C(C)(C)C,1.226057324220254,0.13597329596646673,1.4286099999999973,0.1540175491443913,57.116,metal_catalyst
[*]C(C)(C)C,1.16892009879447,0.11881284007961992,1.3830600000000006,0.12812462856314769,57.116,organocatalyst
[*]C(C)C,1.1428547921106686,0.09871980546800567,1.124909999999998,0.10483265447580922,43.089,metal_catalyst
[*]C(C)C,1.1033899189347978,0.10442493125129149,1.1225600000000004,0.06493258384235505,43.089,organocatalyst
[*]C(F)(F)F,1.121991519043458,0.09172341514573315,1.1088899999999986,0.19720469033187077,69.00500000000001,metal_catalyst
[*]C(F)(F)F,1.0900929254300853,0.09820882998716418,1.04283,0.11834885391173948,69.00500000000001,organocatalyst
[*]C12CC3CC(CC(C2)C3)C1,1.255134966144967,0.16167592206460304,2.598909999999998,0.15401754914439264,135.23,metal_catalyst
[*]C12CC3CC(CC(C2)C3)C1,1.3461844105891492,0.13858871269261336,2.55336,0.12812462856314902,135.23,organocatalyst
[*]C1CCC2(CCCC2)CC1,1.2694077909037156,0.1864494093884495,3.219510000000001,0.10483265447581093,137.246,metal_catalyst
[*]C1CCC2(CCCC2)CC1,1.2687799483971196,0.11164684234233277,3.2171600000000007,0.06493258384235533,137.246,organocatalyst
[*]C1CCCCC1,1.120216131380277,0.12275233976242667,2.049209999999996,0.10483265447580906,83.15400000000001,metal_catalyst
[*]C1CCCCC1,1.1332937360764173,0.0879989690957806,2.04686,0.06493258384235516,83.15400000000001,organocatalyst
[*]C1CCCCCCC1,1.196272302436444,0.15717131834701303,2.8294099999999993,0.1048326544758106,111.20800000000001,metal_catalyst
[*]C1CCCCCCC1,1.1544771058155585,0.09508195245881074,2.82706,0.06493258384235524,111.20800000000001,organocatalyst
[*]C1CCCCCCCCC1,1.2836694210584763,0.1910452811342928,3.609610000000002,0.1048326544758114,139.262,metal_catalyst
[*]C1CCCCCCCCC1,1.1796779445117804,0.10458987874222335,3.607260000000001,0.06493258384235548,139.262,organocatalyst
[*]CCCCCC,1.1324501698436698,0.11217950120445097,2.2563099999999965,0.1277560909615618,85.17,metal_catalyst
[*]CCCCCC,1.10914348447079,0.08008297259873615,2.2337100000000003,0.15069936555200975,85.17,organocatalyst
[*]CCCCCCCC,1.1688361820460662,0.12616493134801532,3.03651,0.1277560909615618,113.224,metal_catalyst
[*]CCCCCCCC,1.1352281785364,0.08868121802755195,3.01391,0.15069936555201055,113.224,organocatalyst
[*]CCCCCCCCCC,1.2085715620070123,0.13843635298986112,3.8167100000000027,0.12775609096155988,141.27800000000002,metal_catalyst
[*]CCCCCCCCCC,1.1662716547736007,0.09974968891650346,3.794110000000001,0.1506993655520107,141.27800000000002,organocatalyst
[*]N,1.0551179283574281,0.04966172667063346,-0.4739199999999995,0.23759258686527504,16.023,metal_catalyst
[*]N,1.1402817357782384,0.08999794373759822,-0.4775700000000002,0.13783373276846578,16.023,organocatalyst
