fragment_smiles,mean_fragment_effect_rejection_selectivity,std_fragment_effect_rejection_selectivity,mean_fragment_effect_logp_difference,std_fragment_effect_logp_difference,fragment_mw,type
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.2741855054253852,0.2726179451533054,5.3467550000000035,0.20818658249651512,321.44000000000005,overall
[*]C(C)(C)C,1.113413205738707,0.2076757184635949,1.405834999999999,0.1398514146664622,57.116,overall
[*]C(C)C,1.1353487671199936,0.1623654163902379,1.1237349999999993,0.08487847210168066,43.089,overall
[*]C(F)(F)F,1.0938853877885975,0.1774075354199099,1.0758599999999994,0.16187794102185057,69.00500000000001,overall
[*]C12CC3CC(CC(C2)C3)C1,1.1621699080679426,0.18804631886856052,2.576134999999999,0.13985141466646359,135.23,overall
[*]C1CCC2(CCCC2)CC1,1.1560929656622925,0.20495998956975134,3.2183350000000006,0.08487847210168181,137.246,overall
[*]C1CCCCC1,1.1035511171353796,0.15205397305969515,2.048034999999998,0.08487847210168056,83.15400000000001,overall
[*]C1CCCCCCC1,1.108379489779422,0.17390954270103823,2.8282349999999994,0.08487847210168156,111.20800000000001,overall
[*]C1CCCCCCCCC1,1.1252302375789534,0.19794807994779107,3.6084350000000014,0.08487847210168209,139.262,overall
[*]CCCCCC,1.1465103562915124,0.16952331045613372,2.2450099999999984,0.13646689554228186,85.17,overall
[*]CCCCCCCC,1.1570904121354455,0.18164793171582094,3.02521,0.13646689554228247,113.224,overall
[*]CCCCCCCCCC,1.176288722185605,0.1985294374992106,3.805410000000002,0.1364668955422818,141.27800000000002,overall
[*]N,1.3121034438978612,0.2162383963339809,-0.47574499999999986,0.18905610271473428,16.023,overall
[*]N1CCCCC1,1.2547257483325318,0.19980794665961157,0.9919049999999994,0.1794730663710619,84.14200000000001,overall
[*]O,1.2643679796178429,0.23464902784247627,-0.3448650000000002,0.24390879933847615,17.007,overall
[*]OC,1.0387612863263516,0.1336355638453368,0.08130500000000014,0.1943504525200208,31.034,overall
[*]c1ccccc1,1.0667218314912947,0.1619455565411918,1.5535349999999988,0.2604590063209252,77.106,overall
[*]c1ccncc1,1.1495335714168797,0.2003596348043296,0.9485349999999995,0.2604590063209255,78.09399999999998,overall
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.3243299927850836,0.2451086317385076,5.339600000000006,0.25115786093831477,321.44000000000005,metal_catalyst
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.2240410180656869,0.30204796748323004,5.353910000000001,0.168240928102792,321.44000000000005,organocatalyst
[*]C(C)(C)C,1.2275229334225153,0.20858898565602157,1.4286099999999973,0.1540175491443913,57.116,metal_catalyst
[*]C(C)(C)C,0.9993034780548988,0.1364021803644188,1.3830600000000006,0.12812462856314769,57.116,organocatalyst
[*]C(C)C,1.1514367776567562,0.1749614898066701,1.124909999999998,0.10483265447580922,43.089,metal_catalyst
[*]C(C)C,1.1192607565832309,0.15642103171070978,1.1225600000000004,0.06493258384235505,43.089,organocatalyst
[*]C(F)(F)F,1.1878854148460471,0.1835651841095789,1.1088899999999986,0.19720469033187077,69.00500000000001,metal_catalyst
[*]C(F)(F)F,0.9998853607311482,0.11450839161917219,1.04283,0.11834885391173948,69.00500000000001,organocatalyst
[*]C12CC3CC(CC(C2)C3)C1,1.1533984056433604,0.18530087414751445,2.598909999999998,0.15401754914439264,135.23,metal_catalyst
[*]C12CC3CC(CC(C2)C3)C1,1.1709414104925253,0.20036090548644253,2.55336,0.12812462856314902,135.23,organocatalyst
[*]C1CCC2(CCCC2)CC1,1.2219325184077423,0.20824415181306585,3.219510000000001,0.10483265447581093,137.246,metal_catalyst
[*]C1CCC2(CCCC2)CC1,1.0902534129168424,0.18890790647847214,3.2171600000000007,0.06493258384235533,137.246,organocatalyst
[*]C1CCCCC1,1.1167851028795002,0.18546686007815186,2.049209999999996,0.10483265447580906,83.15400000000001,metal_catalyst
[*]C1CCCCC1,1.0903171313912592,0.11841707388284703,2.04686,0.06493258384235516,83.15400000000001,organocatalyst
[*]C1CCCCCCC1,1.14927439386449,0.19975394553971798,2.8294099999999993,0.1048326544758106,111.20800000000001,metal_catalyst
[*]C1CCCCCCC1,1.0674845856943536,0.14223745380192798,2.82706,0.06493258384235524,111.20800000000001,organocatalyst
[*]C1CCCCCCCCC1,1.1937647145270132,0.20881829768246804,3.609610000000002,0.1048326544758114,139.262,metal_catalyst
[*]C1CCCCCCCCC1,1.0566957606308933,0.16934520336067221,3.607260000000001,0.06493258384235548,139.262,organocatalyst
[*]CCCCCC,1.1826272588347693,0.19680612019905408,2.2563099999999965,0.1277560909615618,85.17,metal_catalyst
[*]CCCCCC,1.1103934537482563,0.1379784401256245,2.2337100000000003,0.15069936555200975,85.17,organocatalyst
[*]CCCCCCCC,1.2095658246546328,0.20370506459956755,3.03651,0.1277560909615618,113.224,metal_catalyst
[*]CCCCCCCC,1.104614999616258,0.14846933554077443,3.01391,0.15069936555201055,113.224,organocatalyst
[*]CCCCCCCCCC,1.2412539880681093,0.21133155672098763,3.8167100000000027,0.12775609096155988,141.27800000000002,metal_catalyst
[*]CCCCCCCCCC,1.1113234563031007,0.1707844178107374,3.794110000000001,0.1506993655520107,141.27800000000002,organocatalyst
[*]N,1.2628988074506031,0.20349897345056475,-0.4739199999999995,0.23759258686527504,16.023,metal_catalyst
[*]N,1.3613080803451194,0.2278628784100221,-0.4775700000000002,0.13783373276846578,16.023,organocatalyst
