fragment_smiles,mean_fragment_effect_rejection_selectivity,std_fragment_effect_rejection_selectivity,mean_fragment_effect_logp_difference,std_fragment_effect_logp_difference,fragment_mw,type
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.6476774100030565,0.44672539184199883,5.3467550000000035,0.20818658249651512,321.44000000000005,overall
[*]C(C)(C)C,1.1602596064455886,0.0950504849088249,1.405834999999999,0.1398514146664622,57.116,overall
[*]C(C)C,1.1138617968905757,0.086227024239268,1.1237349999999993,0.08487847210168066,43.089,overall
[*]C(F)(F)F,1.1127515397292502,0.08018614081788324,1.0758599999999994,0.16187794102185057,69.00500000000001,overall
[*]C12CC3CC(CC(C2)C3)C1,1.3654227879251466,0.13884864319363668,2.576134999999999,0.13985141466646359,135.23,overall
[*]C1CCC2(CCCC2)CC1,1.3897098898353044,0.13468558899493602,3.2183350000000006,0.08487847210168181,137.246,overall
[*]C1CCCCC1,1.2238387351728905,0.10955405988974305,2.048034999999998,0.08487847210168056,83.15400000000001,overall
[*]C1CCCCCCC1,1.2952073323844775,0.12577411775132763,2.8282349999999994,0.08487847210168156,111.20800000000001,overall
[*]C1CCCCCCCCC1,1.368542594216881,0.13962688556567673,3.6084350000000014,0.08487847210168209,139.262,overall
[*]CCCCCC,1.2171675270112028,0.09681460363918756,2.2450099999999984,0.13646689554228186,85.17,overall
[*]CCCCCCCC,1.2764403067597938,0.1095650117287804,3.02521,0.13646689554228247,113.224,overall
[*]CCCCCCCCCC,1.3395543085357375,0.12987020596543994,3.805410000000002,0.1364668955422818,141.27800000000002,overall
[*]N,1.0965370111767963,0.08776597772199013,-0.47574499999999986,0.18905610271473428,16.023,overall
[*]N1CCCCC1,1.2314170243853193,0.10762689221109942,0.9919049999999994,0.1794730663710619,84.14200000000001,overall
[*]O,1.0560545539155737,0.09782032736564766,-0.3448650000000002,0.24390879933847615,17.007,overall
[*]OC,1.0654434425392096,0.07343881767268841,0.08130500000000014,0.1943504525200208,31.034,overall
[*]c1ccccc1,1.147883391836274,0.0942823867362366,1.5535349999999988,0.2604590063209252,77.106,overall
[*]c1ccncc1,1.1521513319595251,0.08920950335213582,0.9485349999999995,0.2604590063209255,78.09399999999998,overall
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.301050615693335,0.15051341783294717,5.339600000000006,0.25115786093831477,321.44000000000005,metal_catalyst
CC1(C)CC2(CC(C)(C)C3=C2C=C(O[*])C=C3)C4=CC(OC)=CC=C41,1.9943042043127779,0.36283094432116336,5.353910000000001,0.168240928102792,321.44000000000005,organocatalyst
[*]C(C)(C)C,1.1488781531633816,0.09206190575011261,1.4286099999999973,0.1540175491443913,57.116,metal_catalyst
[*]C(C)(C)C,1.1716410597277958,0.10153707530709459,1.3830600000000006,0.12812462856314769,57.116,organocatalyst
[*]C(C)C,1.0998926929442505,0.08793388500047633,1.124909999999998,0.10483265447580922,43.089,metal_catalyst
[*]C(C)C,1.127830900836901,0.08677740616803496,1.1225600000000004,0.06493258384235505,43.089,organocatalyst
[*]C(F)(F)F,1.1394315269651334,0.07559591297567919,1.1088899999999986,0.19720469033187077,69.00500000000001,metal_catalyst
[*]C(F)(F)F,1.0860715524933668,0.0792306152249148,1.04283,0.11834885391173948,69.00500000000001,organocatalyst
[*]C12CC3CC(CC(C2)C3)C1,1.327359701389001,0.1390748541068733,2.598909999999998,0.15401754914439264,135.23,metal_catalyst
[*]C12CC3CC(CC(C2)C3)C1,1.4034858744612921,0.13467972794777008,2.55336,0.12812462856314902,135.23,organocatalyst
[*]C1CCC2(CCCC2)CC1,1.4078470130848453,0.14278731098196493,3.219510000000001,0.10483265447581093,137.246,metal_catalyst
[*]C1CCC2(CCCC2)CC1,1.371572766585763,0.13106016403961607,3.2171600000000007,0.06493258384235533,137.246,organocatalyst
[*]C1CCCCC1,1.252084543758715,0.12666167533940914,2.049209999999996,0.10483265447580906,83.15400000000001,metal_catalyst
[*]C1CCCCC1,1.195592926587066,0.08672729589335958,2.04686,0.06493258384235516,83.15400000000001,organocatalyst
[*]C1CCCCCCC1,1.3437477560534696,0.1345849247204904,2.8294099999999993,0.1048326544758106,111.20800000000001,metal_catalyst
[*]C1CCCCCCC1,1.2466669087154856,0.10023421070943266,2.82706,0.06493258384235524,111.20800000000001,organocatalyst
[*]C1CCCCCCCCC1,1.4270116225530003,0.1344169468815042,3.609610000000002,0.1048326544758114,139.262,metal_catalyst
[*]C1CCCCCCCCC1,1.3100735658807612,0.12446949216161625,3.607260000000001,0.06493258384235548,139.262,organocatalyst
[*]CCCCCC,1.2311527859997207,0.11320323502470873,2.2563099999999965,0.1277560909615618,85.17,metal_catalyst
[*]CCCCCC,1.203182268022685,0.08085774952099074,2.2337100000000003,0.15069936555200975,85.17,organocatalyst
[*]CCCCCCCC,1.2819036242179822,0.12634409933062654,3.03651,0.1277560909615618,113.224,metal_catalyst
[*]CCCCCCCC,1.2709769893016056,0.09650728494865264,3.01391,0.15069936555201055,113.224,organocatalyst
[*]CCCCCCCCCC,1.3263010365421721,0.13749214167345666,3.8167100000000027,0.12775609096155988,141.27800000000002,metal_catalyst
[*]CCCCCCCCCC,1.3528075805293034,0.12771902841972937,3.794110000000001,0.1506993655520107,141.27800000000002,organocatalyst
[*]N,1.0740989272409225,0.05000900927467656,-0.4739199999999995,0.23759258686527504,16.023,metal_catalyst
[*]N,1.11897509511267,0.11243615905751526,-0.4775700000000002,0.13783373276846578,16.023,organocatalyst
