,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,solute_category,membrane,solvent,solute_smiles,pressure,temperature,process_configuration,permeance,substructure_smarts,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,membrane_SM122,membrane_DM500,membrane_PMPerformance,membrane_DM300,membrane_SS150101,membrane_SS336,membrane_GMT-oNF-2,membrane_DM150,process_configuration_CF,process_configuration_DE,rejection_mcmpnn_combi_v42d_fold3,rejection_mcmpnn_combi_v42d_fold2,rejection_mcmpnn_combi_v42d_fold4,rejection_mcmpnn_combi_v42d_fold0,rejection_mcmpnn_combi_v42d_fold1,mcmpnn_rejection_mean_predicted,mcmpnn_rejection_ci_lower,mcmpnn_rejection_ci_upper
62,62,62,62,62,62,62,appcat,GMT-oNF-2,Acetonitrile,CSCCCNc1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(=O)c1=O.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,434.6460000000004,4.261200000000003,0,0,0,0,0,0,1,0,1,0,0.91230273,0.8428505,0.9002495,0.9659163,1.0,0.9242638060000001,0.8486884246302647,0.9998391873697355
63,63,63,63,63,63,63,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(Nc2cccs2)c(=O)c1=O.O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,388.4890000000001,2.251500000000001,0,0,0,0,0,0,1,0,1,0,0.90295094,0.87853545,0.9044808,0.9875618,1.0,0.9347057979999999,0.8663180625458664,1.0030935334541333
64,64,64,64,64,64,64,appcat,GMT-oNF-2,Acetonitrile,CC(=O)N[C@H](NS(=O)(=O)NC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(C)C.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,457.6370000000004,2.4569,0,0,0,0,0,0,1,0,1,0,0.84841776,0.9333963,0.93332005,1.0,1.0,0.9430268219999999,0.8654110793127827,1.020642564687217
65,65,65,65,65,65,65,appcat,GMT-oNF-2,Acetonitrile,Cc1ccc(S(=O)(=O)[C@H](NC(=O)N[C@@H]2C(=O)N(C[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c3ccccc3N(c3ccccc3)C2=O)c2ccccc2)cc1.CC(OCC)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,790.9830000000004,7.632620000000008,0,0,0,0,0,0,1,0,1,0,0.9194222,1.0,0.9597416,1.0,1.0,0.9758327600000001,0.9310930233939786,1.0205724966060215
66,66,66,66,66,66,66,appcat,GMT-oNF-2,Acetonitrile,CC(C)C[C@H](NC(=O)OC(C)(C)C)NC(=S)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.CC(OCC)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,497.7460000000005,5.133200000000005,0,0,0,0,0,0,1,0,1,0,0.9094403,0.9510964,0.92347836,0.9570057,1.0,0.948204152,0.9048229491984924,0.9915853548015076
67,67,67,67,67,67,67,appcat,GMT-oNF-2,Acetonitrile,CCOCCOC(=O)C(C#N)=CNS(=O)(=O)N[C@@H]1C(=O)N(C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2ccccc2N(c2ccccc2)C1=O.CC(C)=O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,719.8610000000003,4.289380000000003,0,0,0,0,0,0,1,0,1,0,0.9282405,1.0,0.93721384,1.0,1.0,0.9730908679999999,0.9271701916066803,1.0190115443933194
68,68,68,68,68,68,68,appcat,GMT-oNF-2,Acetonitrile,CC(C)CCOc1ccc(NS(=O)(=O)N[C@@H]2C(=O)N(C[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c3ccccc3N(c3ccccc3)C2=O)cc1.O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,674.8640000000004,5.829600000000007,0,0,0,0,0,0,1,0,1,0,0.92307055,0.98838013,0.93740237,1.0,1.0,0.9697706100000001,0.9241382128761394,1.0154030071238607
69,69,69,69,69,69,69,appcat,GMT-oNF-2,Acetonitrile,O=C(O)[C@H](CO)NC(=S)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.N#CC,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,353.48800000000017,1.6422799999999995,0,0,0,0,0,0,1,0,1,0,0.91242534,0.930652,0.8960873,0.97762644,1.0,0.943358216,0.8887552277458367,0.9979612042541633
70,70,70,70,70,70,70,appcat,GMT-oNF-2,Acetonitrile,N[C@@H]1CCCC[C@H]1NS(=O)(=O)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.O,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,359.53600000000023,1.0719999999999996,0,0,0,0,0,0,1,0,1,0,0.79466534,0.83719796,0.9191718,0.9869864,1.0,0.9076043,0.7953648941096262,1.019843705890374
71,71,71,71,71,71,71,appcat,GMT-oNF-2,Acetonitrile,CCC(CCNc1c(NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1=O)=C1c2ccc(Cl)cc2CCc2ccc[n+]([O-])c21.CCO,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,590.2080000000002,6.6488000000000085,0,0,0,0,0,0,1,0,1,0,0.9415224,0.92447996,0.93924475,0.98982924,1.0,0.9590152700000001,0.9172816406094295,1.0007488993905707
72,72,72,72,72,72,72,appcat,GMT-oNF-2,Acetonitrile,O=C(NC(=S)NC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2.CC1CCCO1,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,559.6030000000002,7.475200000000006,0,0,0,0,0,0,1,0,1,0,0.9366371,0.96419513,0.9412139,0.96289396,1.0,0.9609880180000001,0.9298235139137618,0.9921525220862384
73,73,73,73,73,73,73,appcat,GMT-oNF-2,Acetonitrile,O=C(NCc1c(F)c(F)c(F)c(F)c1F)N[C@@H]1C(=O)N(C[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c2ccccc2N(c2ccccc2)C1=O.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,711.7320000000002,6.182200000000008,0,0,0,0,0,0,1,0,1,0,0.9745222,0.97365445,0.92721003,1.0,1.0,0.975077336,0.9381605848532824,1.0119940871467177
74,74,74,74,74,74,74,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1c(Nc2c(F)cc(F)cc2Br)c(=O)c1=O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3.O=CN(C)C,30,25,CF,0.153,CC12CC3CC(C2)CC(C3)C1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,538.3890000000004,3.9262000000000015,0,0,0,0,0,0,1,0,1,0,0.9569597,0.89608216,0.9487791,0.96521497,1.0,0.953407186,0.9068219772323485,0.9999923947676514
75,75,75,75,75,75,75,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(CNc2c(Nc3cc4cccnc4c4ncccc34)c(=O)c(=O)c2=O)cc1.CC(OCC)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,526.5490000000003,3.672900000000002,0,0,0,0,0,0,1,0,1,0,0.966226,0.95512885,0.92206293,1.0,1.0,0.968683556,0.9278561609136601,1.00951095108634
76,76,76,76,76,76,76,appcat,GMT-oNF-2,Acetonitrile,COc1ccc(CNc2c(Nc3cc4cccnc4c4ncccc34)c(=O)c(=O)c2=O)cc1.O=CN(C)C,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,511.5380000000003,2.807900000000001,0,0,0,0,0,0,1,0,1,0,0.9800689,0.9434989,0.91603965,1.0,1.0,0.9679214899999999,0.921905275640083,1.013937704359917
77,77,77,77,77,77,77,appcat,GMT-oNF-2,Acetonitrile,CC1(C)CC(C)(C)c2cc(Nc3c(Nc4cc5cccnc5c5ncccc45)c(=O)c3=O)ccc2S1.CCO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,540.6890000000003,6.416800000000007,0,0,0,0,0,0,1,0,1,0,0.92202425,0.96225154,0.9431248,0.98775655,1.0,0.9630314280000001,0.9234903378228803,1.00257251817712
78,78,78,78,78,78,78,appcat,GMT-oNF-2,Acetonitrile,C[C@H]1CC[C@H](NC(=S)Nc2cc3cccnc3c3ncccc23)CC1.CC1CCCO1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,436.62500000000034,5.8334000000000055,0,0,0,0,0,0,1,0,1,0,0.9136139,0.9104591,0.8733423,0.9524553,1.0,0.92997412,0.8702170384139973,0.9897312015860027
79,79,79,79,79,79,79,appcat,GMT-oNF-2,Acetonitrile,COC(=O)[C@H](CC(C)C)Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c(=O)c1=O.CC(C)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,504.5430000000004,3.077700000000001,0,0,0,0,0,0,1,0,1,0,0.9368082,0.9237632,0.92342585,1.0,1.0,0.9567994500000001,0.9073763246710306,1.0062225753289697
80,80,80,80,80,80,80,appcat,GMT-oNF-2,Acetonitrile,NS(=O)(=O)c1ccc(NC(=O)Nc2cc3cccnc3c3ncccc23)cc1.CC(OCC)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,481.5340000000003,3.6438000000000015,0,0,0,0,0,0,1,0,1,0,0.8619932,1.0,0.9553544,1.0,1.0,0.96346952,0.889055801515549,1.037883238484451
81,81,81,81,81,81,81,appcat,GMT-oNF-2,Acetonitrile,C[C@H]1CC[C@H](NC(=S)Nc2cc3cccnc3c3ncccc23)CC1.CCO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,396.5600000000002,4.6467000000000045,0,0,0,0,0,0,1,0,1,0,0.90652335,0.90611947,0.8841684,0.95889974,1.0,0.931142192,0.872406627613219,0.9898777563867811
82,82,82,82,82,82,82,appcat,GMT-oNF-2,Acetonitrile,O=c1c(Nc2nnc(/C=C/c3ccccc3)s2)c(Nc2cc3cccnc3c3ncccc23)c(=O)c1=O.CC1CCCO1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,590.6650000000001,5.433600000000005,0,0,0,0,0,0,1,0,1,0,0.949892,0.9684019,0.9264389,1.0,1.0,0.96894656,0.9291992180735769,1.0086939019264232
83,83,83,83,83,83,83,appcat,GMT-oNF-2,Acetonitrile,CC1(C)CC(C)(C)c2cc(Nc3c(Nc4cc5cccnc5c5ncccc45)c(=O)c3=O)ccc2S1.N#CC,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,535.6730000000002,6.948080000000006,0,0,0,0,0,0,1,0,1,0,0.9219102,0.9649054,0.94024235,0.984715,1.0,0.96235459,0.922853028640724,1.001856151359276
84,84,84,84,84,84,84,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccc(CNC(=O)Nc2cc3cccnc3c3ncccc23)cc1.O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,404.42600000000016,3.066600000000001,0,0,0,0,0,0,1,0,1,0,0.9211488,0.97047687,0.9232645,0.99663246,1.0,0.9623045259999999,0.914681974997132,1.0099270770028679
85,85,85,85,85,85,85,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccccc1S(=O)(=O)NC(=S)Nc1cc2cccnc2c2ncccc12.CC(OCC)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,540.6230000000003,3.814300000000003,0,0,0,0,0,0,1,0,1,0,0.9185625,0.9838882,0.95437014,1.0,1.0,0.971364168,0.9280227738109693,1.0147055621890306
86,86,86,86,86,86,86,appcat,GMT-oNF-2,Acetonitrile,CC1(C)CC(C)(C)c2cc(Nc3c(Nc4cc5cccnc5c5ncccc45)c(=O)c3=O)ccc2S1.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,586.7610000000003,8.413220000000004,0,0,0,0,0,0,1,0,1,0,0.9282904,0.97678834,0.9466051,0.9840199,1.0,0.9671407479999999,0.9310001414951969,1.003281354504803
87,87,87,87,87,87,87,appcat,GMT-oNF-2,Acetonitrile,CC(C)Cc1ccc([C@H](C)C(=O)NC(=S)Nc2cc3cccnc3c3ncccc23)cc1.CC1CCCO1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,528.7220000000003,6.783500000000006,0,0,0,0,0,0,1,0,1,0,0.9175974,0.94725096,0.9101216,0.9703707,1.0,0.9490681320000001,0.9027822188226378,0.9953540451773624
88,88,88,88,88,88,88,appcat,GMT-oNF-2,Acetonitrile,COC(=O)[C@H](C)Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c(=O)c1=O.O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,422.3970000000002,0.6314999999999993,0,0,0,0,0,0,1,0,1,0,0.92231286,0.8627866,0.902764,1.0,1.0,0.937572692,0.8619641102860554,1.0131812737139447
89,89,89,89,89,89,89,appcat,GMT-oNF-2,Acetonitrile,C=C(C)C(=O)OCCNc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c(=O)c1=O.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,522.5610000000004,4.009020000000003,0,0,0,0,0,0,1,0,1,0,0.9529327,0.94745386,0.92147565,1.0,1.0,0.9643724419999999,0.921378373044492,1.0073665109555079
90,90,90,90,90,90,90,appcat,GMT-oNF-2,Acetonitrile,C=C[C@H]1CN2CCN1C[C@H]2[C@H](NC(=O)Nc1cc2cccnc2c2ncccc12)c1ccnc2ccc(OC)cc12.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,637.7880000000002,6.752020000000006,0,0,0,0,0,0,1,0,1,0,0.92121994,0.9819412,0.9281948,1.0,1.0,0.966271188,0.9181807820929871,1.0143615939070127
91,91,91,91,91,91,91,appcat,GMT-oNF-2,Acetonitrile,CC(C)COc1cc(C(=O)NCc2ccccc2)nc2c(Nc3c(Nc4cc5cccnc5c5ncccc45)c(=O)c3=O)cccc12.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,714.8260000000001,8.374220000000005,0,0,0,0,0,0,1,0,1,0,0.90947676,0.995858,0.93426687,1.0,1.0,0.9679203260000001,0.914561521804387,1.0212791301956132
92,92,92,92,92,92,92,appcat,GMT-oNF-2,Acetonitrile,C=C(C)C(=O)OCCNc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c(=O)c1=O.N#CC,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,471.4730000000003,2.5438800000000006,0,0,0,0,0,0,1,0,1,0,0.9429557,0.9299331,0.9088669,1.0,1.0,0.95635114,0.9046221986236284,1.0080800813763715
93,93,93,93,93,93,93,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1cc2cccnc2c2ncccc12)N[N+](=O)[O-].CC1CCCO1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,369.3810000000002,3.281500000000001,0,0,0,0,0,0,1,0,1,0,0.90095294,0.989954,0.87555265,0.93644,1.0,0.9405799180000001,0.8731845281531301,1.00797530784687
94,94,94,94,94,94,94,appcat,GMT-oNF-2,Acetonitrile,O=c1c(NCCSCc2ccccn2)c1Nc1cc2cccnc2c2ncccc12.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,505.6470000000002,6.497720000000005,0,0,0,0,0,0,1,0,1,0,0.92338777,0.962048,0.91359234,1.0,1.0,0.959805622,0.9089954185338159,1.010615825466184
95,95,95,95,95,95,95,appcat,GMT-oNF-2,Acetonitrile,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)Nc1c(Nc2cc3cccnc3c3ncccc23)c1=O.CO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,511.3650000000002,5.083700000000004,0,0,0,0,0,0,1,0,1,0,0.8957605,0.9100181,0.917994,0.99581194,1.0,0.9439169079999999,0.8819002549495927,1.0059335610504072
96,96,96,96,96,96,96,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccc(CNC(=O)Nc2cc3cccnc3c3ncccc23)cc1.O=CN(C)C,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,459.5060000000002,3.5957000000000017,0,0,0,0,0,0,1,0,1,0,0.9353657,0.9693029,0.92126286,1.0,1.0,0.965186292,0.9201621849553567,1.0102103990446432
97,97,97,97,97,97,97,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c1=O)C1CC1.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,450.4980000000003,4.466120000000004,0,0,0,0,0,0,1,0,1,0,0.9174371,0.9238965,0.920378,0.99304116,1.0,0.9509505519999999,0.8991297762098589,1.0027713277901409
98,98,98,98,98,98,98,appcat,GMT-oNF-2,Acetonitrile,C[C@H]1CC[C@H](NC(=S)Nc2cc3cccnc3c3ncccc23)CC1.O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,368.5060000000002,3.823400000000004,0,0,0,0,0,0,1,0,1,0,0.9081585,0.89627707,0.8580102,0.95720404,1.0,0.9239299620000001,0.8552090154909517,0.9926509085090485
99,99,99,99,99,99,99,appcat,GMT-oNF-2,Acetonitrile,CC(C)COc1cc(C(=O)NCc2ccccc2)nc2c(Nc3c(Nc4cc5cccnc5c5ncccc45)c(=O)c3=O)cccc12.N#CC,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,663.738,6.909080000000006,0,0,0,0,0,0,1,0,1,0,0.89995486,0.9907104,0.93043435,1.0,1.0,0.9642199220000001,0.906868899917503,1.0215709440824972
100,100,100,100,100,100,100,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccccc1S(=O)(=O)NC(=S)Nc1cc2cccnc2c2ncccc12.CC1=CC=CC=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,544.6580000000002,5.239920000000004,0,0,0,0,0,0,1,0,1,0,0.9207443,1.0,0.9423631,1.0,1.0,0.9726214800000001,0.9251143970660476,1.0201285629339527
101,101,101,101,101,101,101,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccc(CNC(=O)Nc2cc3cccnc3c3ncccc23)cc1.CCO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,432.4800000000002,3.889900000000002,0,0,0,0,0,0,1,0,1,0,0.92168117,0.9717607,0.9161757,0.9988959,1.0,0.9617026940000001,0.9111682991597647,1.0122370888402354
102,102,102,102,102,102,102,appcat,GMT-oNF-2,Acetonitrile,C[C@H]1CC[C@H](NC(=S)Nc2cc3cccnc3c3ncccc23)CC1.O=CN(C)C,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,423.5860000000002,4.352500000000004,0,0,0,0,0,0,1,0,1,0,0.9119514,0.9034066,0.8795037,0.9702788,1.0,0.9330280999999999,0.8707608727102892,0.9952953272897106
103,103,103,103,103,103,103,appcat,GMT-oNF-2,Acetonitrile,O=C(Nc1c(Nc2cc3cccnc3c3ncccc23)c(=O)c1=O)C1CC1.CO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,390.3990000000002,2.0796,0,0,0,0,0,0,1,0,1,0,0.88535106,0.83089966,0.8976793,1.0,1.0,0.922786004,0.8298708173137411,1.0157011906862587
104,104,104,104,104,104,104,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccc(CNC(=O)Nc2cc3cccnc3c3ncccc23)cc1.CO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,418.45300000000015,3.499800000000002,0,0,0,0,0,0,1,0,1,0,0.9230162,0.9696958,0.9189564,0.9959738,1.0,0.96152844,0.9133236407152305,1.0097332392847695
105,105,105,105,105,105,105,appcat,GMT-oNF-2,Acetonitrile,CC(C)Cc1ccc([C@H](C)C(=O)NC(=S)Nc2cc3cccnc3c3ncccc23)cc1.N#CC,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,483.6410000000002,6.128080000000005,0,0,0,0,0,0,1,0,1,0,0.9121187,0.9488405,0.90808153,0.9763247,1.0,0.949073086,0.8994756827567254,0.9986704892432745
106,106,106,106,106,106,106,appcat,GMT-oNF-2,Acetonitrile,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)Nc1c(Nc2cc3cccnc3c3ncccc23)c1=O.O=CN(C)C,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,552.4180000000001,5.179600000000005,0,0,0,0,0,0,1,0,1,0,0.90875924,0.92240036,0.92630494,1.0,1.0,0.951492908,0.8959194187816988,1.0070663972183012
107,107,107,107,107,107,107,appcat,GMT-oNF-2,Acetonitrile,COC(=O)c1ccc(CNC(=O)Nc2cc3cccnc3c3ncccc23)cc1.CC(C)=O,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,444.4910000000002,4.486600000000003,0,0,0,0,0,0,1,0,1,0,0.9202559,0.9643181,0.9185375,0.98705184,1.0,0.9580326679999999,0.9114502879787476,1.0046150480212521
108,108,108,108,108,108,108,appcat,GMT-oNF-2,Acetonitrile,O=c1c(Nc2nnc(/C=C/c3ccccc3)s2)c(Nc2cc3cccnc3c3ncccc23)c(=O)c1=O.CO,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,536.5730000000003,3.856800000000003,0,0,0,0,0,0,1,0,1,0,0.95552504,0.9630316,0.91948503,1.0,1.0,0.967608334,0.9255873857077771,1.009629282292223
