,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,membrane,solvent,solute_smiles,secondary_solute_smiles,secondary_solute_ratio,pressure,temperature,permeance,process_configuration,solute_category,catalyst_smiles,hub,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,membrane_SM122,membrane_DM500,membrane_PMPerformance,membrane_DM300,membrane_SS150101,membrane_SS336,membrane_GMT-oNF-2,membrane_DM150,process_configuration_CF,process_configuration_DE,rejection_mcmpnn_combi_v42a_fold0,rejection_mcmpnn_combi_v42a_fold4,rejection_mcmpnn_combi_v42a_fold1,rejection_mcmpnn_combi_v42a_fold2,rejection_mcmpnn_combi_v42a_fold3,mcmpnn_rejection_mean_predicted,mcmpnn_rejection_ci_lower,mcmpnn_rejection_ci_upper
92,92,92,92,92,92,92,DM300,Toluene,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC(COC6=CC=C7C(C=[Ru](Cl)(Cl)(C(N(CC8)C(C(C)=CC(C)=C9)=C9C)N8C(C(C)=CC(C)=C%10)=C%10C)O7C(C)C)=C6)(COC%11=CC=C%12C(C=[Ru](Cl)(Cl)(C(N(CC%13)C(C(C)=CC(C)=C%14)=C%14C)N%13C(C(C)=CC(C)=C%15)=C%15C)O%12C(C)C)=C%11)COC%16=CC=C%17O(C(C)C)[Ru](C%18N(C%19=C(C)C=C(C)C=C%19C)CCN%18C%20=C(C)C=C(C)C=C%20C)(Cl)(Cl)=CC%17=C%16)=CC=C5O4C(C)C,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC(COC6=CC=C7C(C=[Ru](Cl)(Cl)(C(N(CC8)C(C(C)=CC(C)=C9)=C9C)N8C(C(C)=CC(C)=C%10)=C%10C)O7C(C)C)=C6)(COC%11=CC=C%12C(C=[Ru](Cl)(Cl)(C(N(CC%13)C(C(C)=CC(C)=C%14)=C%14C)N%13C(C(C)=CC(C)=C%15)=C%15C)O%12C(C)C)=C%11)COC%16=CC=C%17O(C(C)C)[Ru](C%18N(C%19=C(C)C=C(C)C=C%19C)CCN%18C%20=C(C)C=C(C)C=C%20C)(Cl)(Cl)=CC%17=C%16)=CC=C5O4C(C)C,0.5,30,25,0.127,CF,metal_catalyst,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(O)=CC=C5O4C(C)C,H5,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2638.650999999993,32.5284800000001,2638.650999999993,32.5284800000001,0,0,0,1,0,0,0,0,1,0,1.0,0.98271465,1.0,1.0,0.949448,0.9864325300000001,0.9591306932446083,1.0137343667553917
93,93,93,93,93,93,93,DM300,Toluene,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC(C=C6)=CC=C6C(C7=CC=C(COC8=CC=C9C(C=[Ru](Cl)(Cl)(C(N(CC%10)C(C(C)=CC(C)=C%11)=C%11C)N%10C(C(C)=CC(C)=C%12)=C%12C)O9C(C)C)=C8)C=C7)(C%13=CC=C(COC%14=CC=C%15O(C(C)C)[Ru](C%16N(C%17=C(C)C=C(C)C=C%17C)CCN%16C%18=C(C)C=C(C)C=C%18C)(Cl)(Cl)=CC%15=C%14)C=C%13)C%19=CC=C(COC%20=CC=C%21O(C(C)C)[Ru](C%22N(C%23=C(C)C=C(C)C=C%23C)CCN%22C%24=C(C)C=C(C)C=C%24C)(Cl)(Cl)=CC%21=C%20)C=C%19)=CC=C5O4C(C)C,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC(C=C6)=CC=C6C(C7=CC=C(COC8=CC=C9C(C=[Ru](Cl)(Cl)(C(N(CC%10)C(C(C)=CC(C)=C%11)=C%11C)N%10C(C(C)=CC(C)=C%12)=C%12C)O9C(C)C)=C8)C=C7)(C%13=CC=C(COC%14=CC=C%15O(C(C)C)[Ru](C%16N(C%17=C(C)C=C(C)C=C%17C)CCN%16C%18=C(C)C=C(C)C=C%18C)(Cl)(Cl)=CC%15=C%14)C=C%13)C%19=CC=C(COC%20=CC=C%21O(C(C)C)[Ru](C%22N(C%23=C(C)C=C(C)C=C%23C)CCN%22C%24=C(C)C=C(C)C=C%24C)(Cl)(Cl)=CC%21=C%20)C=C%19)=CC=C5O4C(C)C,0.5,30,25,0.127,CF,metal_catalyst,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(O)=CC=C5O4C(C)C,H6,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2943.04299999999,38.62497999999999,2943.04299999999,38.62497999999999,0,0,0,1,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9344641,0.9868928199999999,0.9505014542460535,1.0232841857539463
94,94,94,94,94,94,94,DM300,Toluene,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC(C=C6)=CC=C6C7=C(C8=CC=C(COC9=CC=C%10C(C=[Ru](Cl)(Cl)(C(N(CC%11)C(C(C)=CC(C)=C%12)=C%12C)N%11C(C(C)=CC(C)=C%13)=C%13C)O%10C(C)C)=C9)C=C8)C(C%14=CC=C(COC%15=CC=C%16O(C(C)C)[Ru](C%17N(C%18=C(C)C=C(C)C=C%18C)CCN%17C%19=C(C)C=C(C)C=C%19C)(Cl)(Cl)=CC%16=C%15)C=C%14)=C(C%20=CC=C(COC%21=CC=C%22O(C(C)C)[Ru](C%23N(C%24=C(C)C=C(C)C=C%24C)CCN%23C%25=C(C)C=C(C)C=C%25C)(Cl)(Cl)=CC%22=C%21)C=C%20)C(C%26=CC=C(COC%27=CC=C%28C(C=[Ru](Cl)(Cl)(C(N(CC%29)C(C(C)=CC(C)=C%30)=C%30C)N%29C(C(C)=CC(C)=C%31)=C%31C)O%28C(C)C)=C%27)C=C%26)=C7C%32=CC=C(COC%33=CC=C%34O(C(C)C)[Ru](C%35N(C%36=C(C)C=C(C)C=C%36C)CCN%35C%37=C(C)C=C(C)C=C%37C)(Cl)(Cl)=CC%34=C%33)C=C%32)=CC=C5O4C(C)C,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(OCC(C=C6)=CC=C6C7=C(C8=CC=C(COC9=CC=C%10C(C=[Ru](Cl)(Cl)(C(N(CC%11)C(C(C)=CC(C)=C%12)=C%12C)N%11C(C(C)=CC(C)=C%13)=C%13C)O%10C(C)C)=C9)C=C8)C(C%14=CC=C(COC%15=CC=C%16O(C(C)C)[Ru](C%17N(C%18=C(C)C=C(C)C=C%18C)CCN%17C%19=C(C)C=C(C)C=C%19C)(Cl)(Cl)=CC%16=C%15)C=C%14)=C(C%20=CC=C(COC%21=CC=C%22O(C(C)C)[Ru](C%23N(C%24=C(C)C=C(C)C=C%24C)CCN%23C%25=C(C)C=C(C)C=C%25C)(Cl)(Cl)=CC%22=C%21)C=C%20)C(C%26=CC=C(COC%27=CC=C%28C(C=[Ru](Cl)(Cl)(C(N(CC%29)C(C(C)=CC(C)=C%30)=C%30C)N%29C(C(C)=CC(C)=C%31)=C%31C)O%28C(C)C)=C%27)C=C%26)=C7C%32=CC=C(COC%33=CC=C%34O(C(C)C)[Ru](C%35N(C%36=C(C)C=C(C)C=C%36C)CCN%35C%37=C(C)C=C(C)C=C%37C)(Cl)(Cl)=CC%34=C%33)C=C%32)=CC=C5O4C(C)C,0.5,30,25,0.127,CF,metal_catalyst,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(O)=CC=C5O4C(C)C,H7,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,4468.613999999992,60.52211999999948,4468.613999999992,60.52211999999948,0,0,0,1,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.88378966,0.9767579319999999,0.9122276060667256,1.0412882579332743
95,95,95,95,95,95,95,DM300,Toluene,O[C@H]1C(O)[C@@H](O[C@H]2[C@@H](O)C(O)[C@@H](O3)[C@@H](COC4=CC=C5O(C(C)C)[Ru](C6N(C7=C(C)C=C(C)C=C7C)CCN6C8=C(C)C=C(C)C=C8C)(Cl)(Cl)=CC5=C4)O2)[C@@H](COC9=CC=C%10C(C=[Ru](Cl)(Cl)(C(N(CC%11)C(C(C)=CC(C)=C%12)=C%12C)N%11C(C(C)=CC(C)=C%13)=C%13C)O%10C(C)C)=C9)O[C@@H]1O[C@@H]%14C(O)[C@H](O)[C@@H](O[C@@H]%15C(O)[C@H](O)[C@@H](O[C@@H]%16C(O)[C@H](O)[C@@H](O[C@@H]%17C(O)[C@H](O)[C@H](O[C@@H]%18C(O)[C@H](O)[C@H]3O[C@@H]%18COC%19=CC=C%20C(C=[Ru](Cl)(Cl)(C(N(CC%21)C(C(C)=CC(C)=C%22)=C%22C)N%21C(C(C)=CC(C)=C%23)=C%23C)O%20C(C)C)=C%19)O[C@@H]%17COC%24=CC=C%25C(C=[Ru](Cl)(Cl)(C(N(CC%26)C(C(C)=CC(C)=C%27)=C%27C)N%26C(C(C)=CC(C)=C%28)=C%28C)O%25C(C)C)=C%24)O[C@@H]%16COC%29=CC=C%30O(C(C)C)[Ru](C%31N(C%32=C(C)C=C(C)C=C%32C)CCN%31C%33=C(C)C=C(C)C=C%33C)(Cl)(Cl)=CC%30=C%29)O[C@@H]%15COC%34=CC=C%35O(C(C)C)[Ru](C%36N(C%37=C(C)C=C(C)C=C%37C)CCN%36C%38=C(C)C=C(C)C=C%38C)(Cl)(Cl)=CC%35=C%34)O[C@@H]%14COC%39=CC=C%40C(C=[Ru](Cl)(Cl)(C(N(CC%41)C(C(C)=CC(C)=C%42)=C%42C)N%41C(C(C)=CC(C)=C%43)=C%43C)O%40C(C)C)=C%39,O[C@H]1C(O)[C@@H](O[C@H]2[C@@H](O)C(O)[C@@H](O3)[C@@H](COC4=CC=C5O(C(C)C)[Ru](C6N(C7=C(C)C=C(C)C=C7C)CCN6C8=C(C)C=C(C)C=C8C)(Cl)(Cl)=CC5=C4)O2)[C@@H](COC9=CC=C%10C(C=[Ru](Cl)(Cl)(C(N(CC%11)C(C(C)=CC(C)=C%12)=C%12C)N%11C(C(C)=CC(C)=C%13)=C%13C)O%10C(C)C)=C9)O[C@@H]1O[C@@H]%14C(O)[C@H](O)[C@@H](O[C@@H]%15C(O)[C@H](O)[C@@H](O[C@@H]%16C(O)[C@H](O)[C@@H](O[C@@H]%17C(O)[C@H](O)[C@H](O[C@@H]%18C(O)[C@H](O)[C@H]3O[C@@H]%18COC%19=CC=C%20C(C=[Ru](Cl)(Cl)(C(N(CC%21)C(C(C)=CC(C)=C%22)=C%22C)N%21C(C(C)=CC(C)=C%23)=C%23C)O%20C(C)C)=C%19)O[C@@H]%17COC%24=CC=C%25C(C=[Ru](Cl)(Cl)(C(N(CC%26)C(C(C)=CC(C)=C%27)=C%27C)N%26C(C(C)=CC(C)=C%28)=C%28C)O%25C(C)C)=C%24)O[C@@H]%16COC%29=CC=C%30O(C(C)C)[Ru](C%31N(C%32=C(C)C=C(C)C=C%32C)CCN%31C%33=C(C)C=C(C)C=C%33C)(Cl)(Cl)=CC%30=C%29)O[C@@H]%15COC%34=CC=C%35O(C(C)C)[Ru](C%36N(C%37=C(C)C=C(C)C=C%37C)CCN%36C%38=C(C)C=C(C)C=C%38C)(Cl)(Cl)=CC%35=C%34)O[C@@H]%14COC%39=CC=C%40C(C=[Ru](Cl)(Cl)(C(N(CC%41)C(C(C)=CC(C)=C%42)=C%42C)N%41C(C(C)=CC(C)=C%43)=C%43C)O%40C(C)C)=C%39,0.5,30,25,0.127,CF,metal_catalyst,CC1=CC(C)=CC(C)=C1N2CCN(C3=C(C)C=C(C)C=C3C)C2[Ru]4(Cl)(Cl)=CC5=CC(O)=CC=C5O4C(C)C,H8,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,5514.369000000012,45.295739999999846,5514.369000000012,45.295739999999846,0,0,0,1,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.99753183,0.999506366,0.9981358182969408,1.000876913703059
96,96,96,96,96,96,96,SM122,Toluene,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OCCOC(C=C6C[P](C7=CC=CC=C7)8C9=CC=CC=C9)=CC%10=C6[Pd]8(Cl)[P](C%10)(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C3C[P](C%13=CC=CC=C%13)1C%14=CC=CC=C%14,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OCCOC(C=C6C[P](C7=CC=CC=C7)8C9=CC=CC=C9)=CC%10=C6[Pd]8(Cl)[P](C%10)(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C3C[P](C%13=CC=CC=C%13)1C%14=CC=CC=C%14,0.5,30,25,0.18,CF,metal_catalyst,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OC)C=C3C[P](C6=CC=CC=C6)1C7=CC=CC=C7,H1,SM,220,-1.0,0.0,1,1,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,1288.814,13.39919999999998,1288.814,13.39919999999998,1,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.98669046,0.997338092,0.9899474505629132,1.004728733437087
97,97,97,97,97,97,97,SM122,Toluene,Cl[Pd]12[P](CC3=C1C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)=CC(OCC6=CC=C(C7=CC=C(COC(C=C8C[P](C9=CC=CC=C9)%10C%11=CC=CC=C%11)=CC%12=C8[Pd]%10(Cl)[P](C%12)(C%13=CC=CC=C%13)C%14=CC=CC=C%14)C=C7)C=C6)=C3)(C%15=CC=CC=C%15)C%16=CC=CC=C%16,Cl[Pd]12[P](CC3=C1C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)=CC(OCC6=CC=C(C7=CC=C(COC(C=C8C[P](C9=CC=CC=C9)%10C%11=CC=CC=C%11)=CC%12=C8[Pd]%10(Cl)[P](C%12)(C%13=CC=CC=C%13)C%14=CC=CC=C%14)C=C7)C=C6)=C3)(C%15=CC=CC=C%15)C%16=CC=CC=C%16,0.5,30,25,0.18,CF,metal_catalyst,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OC)C=C3C[P](C6=CC=CC=C6)1C7=CC=CC=C7,H2,SM,220,-1.0,0.0,1,1,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,1441.01,16.766399999999965,1441.01,16.766399999999965,1,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9899082,0.9979816400000001,0.9923777742574731,1.0035855057425271
98,98,98,98,98,98,98,SM122,Toluene,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OCC6=CC(COC(C=C7C[P](C8=CC=CC=C8)9C%10=CC=CC=C%10)=CC%11=C7[Pd]9(Cl)[P](C%11)(C%12=CC=CC=C%12)C%13=CC=CC=C%13)=CC(COC(C=C%14C[P](C%15=CC=CC=C%15)%16C%17=CC=CC=C%17)=CC%18=C%14[Pd]%16(Cl)[P](C%18)(C%19=CC=CC=C%19)C%20=CC=CC=C%20)=C6)C=C3C[P](C%21=CC=CC=C%21)1C%22=CC=CC=C%22,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OCC6=CC(COC(C=C7C[P](C8=CC=CC=C8)9C%10=CC=CC=C%10)=CC%11=C7[Pd]9(Cl)[P](C%11)(C%12=CC=CC=C%12)C%13=CC=CC=C%13)=CC(COC(C=C%14C[P](C%15=CC=CC=C%15)%16C%17=CC=CC=C%17)=CC%18=C%14[Pd]%16(Cl)[P](C%18)(C%19=CC=CC=C%19)C%20=CC=CC=C%20)=C6)C=C3C[P](C%21=CC=CC=C%21)1C%22=CC=CC=C%22,0.5,30,25,0.18,CF,metal_catalyst,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OC)C=C3C[P](C6=CC=CC=C6)1C7=CC=CC=C7,H3,SM,220,-1.0,0.0,1,1,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2008.311,21.805800000000016,2008.311,21.805800000000016,1,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,99,99,99,99,99,99,SM122,Toluene,Cl[Pd]12[P](CC3=C1C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)=CC(OCC(C=C6)=CC=C6C7=CC(C8=CC=C(COC9=CC(C[P](C%10=CC=CC=C%10)%11C%12=CC=CC=C%12)=C([Pd]%13%11Cl)C(C[P](C%14=CC=CC=C%14)%13C%15=CC=CC=C%15)=C9)C=C8)=CC(C%16=CC=C(COC(C=C%17C[P](C%18=CC=CC=C%18)%19C%20=CC=CC=C%20)=CC%21=C%17[Pd]%19(Cl)[P](C%21)(C%22=CC=CC=C%22)C%23=CC=CC=C%23)C=C%16)=C7)=C3)(C%24=CC=CC=C%24)C%25=CC=CC=C%25,Cl[Pd]12[P](CC3=C1C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)=CC(OCC(C=C6)=CC=C6C7=CC(C8=CC=C(COC9=CC(C[P](C%10=CC=CC=C%10)%11C%12=CC=CC=C%12)=C([Pd]%13%11Cl)C(C[P](C%14=CC=CC=C%14)%13C%15=CC=CC=C%15)=C9)C=C8)=CC(C%16=CC=C(COC(C=C%17C[P](C%18=CC=CC=C%18)%19C%20=CC=CC=C%20)=CC%21=C%17[Pd]%19(Cl)[P](C%21)(C%22=CC=CC=C%22)C%23=CC=CC=C%23)C=C%16)=C7)=C3)(C%24=CC=CC=C%24)C%25=CC=CC=C%25,0.5,30,25,0.18,CF,metal_catalyst,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OC)C=C3C[P](C6=CC=CC=C6)1C7=CC=CC=C7,H4,SM,220,-1.0,0.0,1,1,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2236.604999999997,26.80680000000006,2236.604999999997,26.80680000000006,1,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,100,100,100,100,100,100,SM122,Toluene,Cl[Pd]12[P](CC3=C1C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)=CC(OCC(COC(C=C6C[P](C7=CC=CC=C7)8C9=CC=CC=C9)=CC%10=C6[Pd]8(Cl)[P](C%10)(C%11=CC=CC=C%11)C%12=CC=CC=C%12)(COC%13=CC(C[P](C%14=CC=CC=C%14)%15C%16=CC=CC=C%16)=C([Pd]%17%15Cl)C(C[P](C%18=CC=CC=C%18)%17C%19=CC=CC=C%19)=C%13)COC%20=CC(C[P](C%21=CC=CC=C%21)%22C%23=CC=CC=C%23)=C([Pd]%24%22Cl)C(C[P](C%25=CC=CC=C%25)%24C%26=CC=CC=C%26)=C%20)=C3)(C%27=CC=CC=C%27)C%28=CC=CC=C%28,Cl[Pd]12[P](CC3=C1C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)=CC(OCC(COC(C=C6C[P](C7=CC=CC=C7)8C9=CC=CC=C9)=CC%10=C6[Pd]8(Cl)[P](C%10)(C%11=CC=CC=C%11)C%12=CC=CC=C%12)(COC%13=CC(C[P](C%14=CC=CC=C%14)%15C%16=CC=CC=C%16)=C([Pd]%17%15Cl)C(C[P](C%18=CC=CC=C%18)%17C%19=CC=CC=C%19)=C%13)COC%20=CC(C[P](C%21=CC=CC=C%21)%22C%23=CC=CC=C%23)=C([Pd]%24%22Cl)C(C[P](C%25=CC=CC=C%25)%24C%26=CC=CC=C%26)=C%20)=C3)(C%27=CC=CC=C%27)C%28=CC=CC=C%28,0.5,30,25,0.18,CF,metal_catalyst,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OC)C=C3C[P](C6=CC=CC=C6)1C7=CC=CC=C7,H5,SM,220,-1.0,0.0,1,1,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2589.638999999995,26.79840000000005,2589.638999999995,26.79840000000005,1,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,101,101,101,101,101,101,SM122,Toluene,Cl[Pd]12[P](CC3=C1C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)=CC(OCC(C=C6)=CC=C6C(C7=CC=C(COC(C=C8C[P](C9=CC=CC=C9)%10C%11=CC=CC=C%11)=CC%12=C8[Pd]%10(Cl)[P](C%12)(C%13=CC=CC=C%13)C%14=CC=CC=C%14)C=C7)(C%15=CC=C(COC(C=C%16C[P](C%17=CC=CC=C%17)%18C%19=CC=CC=C%19)=CC%20=C%16[Pd]%18(Cl)[P](C%20)(C%21=CC=CC=C%21)C%22=CC=CC=C%22)C=C%15)C%23=CC=C(COC%24=CC(C[P](C%25=CC=CC=C%25)%26C%27=CC=CC=C%27)=C([Pd]%28%26Cl)C(C[P](C%29=CC=CC=C%29)%28C%30=CC=CC=C%30)=C%24)C=C%23)=C3)(C%31=CC=CC=C%31)C%32=CC=CC=C%32,Cl[Pd]12[P](CC3=C1C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)=CC(OCC(C=C6)=CC=C6C(C7=CC=C(COC(C=C8C[P](C9=CC=CC=C9)%10C%11=CC=CC=C%11)=CC%12=C8[Pd]%10(Cl)[P](C%12)(C%13=CC=CC=C%13)C%14=CC=CC=C%14)C=C7)(C%15=CC=C(COC(C=C%16C[P](C%17=CC=CC=C%17)%18C%19=CC=CC=C%19)=CC%20=C%16[Pd]%18(Cl)[P](C%20)(C%21=CC=CC=C%21)C%22=CC=CC=C%22)C=C%15)C%23=CC=C(COC%24=CC(C[P](C%25=CC=CC=C%25)%26C%27=CC=CC=C%27)=C([Pd]%28%26Cl)C(C[P](C%29=CC=CC=C%29)%28C%30=CC=CC=C%30)=C%24)C=C%23)=C3)(C%31=CC=CC=C%31)C%32=CC=CC=C%32,0.5,30,25,0.18,CF,metal_catalyst,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OC)C=C3C[P](C6=CC=CC=C6)1C7=CC=CC=C7,H6,SM,220,-1.0,0.0,1,1,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,2894.030999999992,32.8949000000001,2894.030999999992,32.8949000000001,1,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,102,102,102,102,102,102,SM122,Toluene,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OCC(C=C6)=CC=C6C7=C(C8=CC=C(COC9=CC(C[P](C%10=CC=CC=C%10)%11C%12=CC=CC=C%12)=C([Pd]%13%11Cl)C(C[P](C%14=CC=CC=C%14)%13C%15=CC=CC=C%15)=C9)C=C8)C(C%16=CC=C(COC%17=CC(C[P](C%18=CC=CC=C%18)%19C%20=CC=CC=C%20)=C([Pd]%21%19Cl)C(C[P](C%22=CC=CC=C%22)%21C%23=CC=CC=C%23)=C%17)C=C%16)=C(C%24=CC=C(COC(C=C%25C[P](C%26=CC=CC=C%26)%27C%28=CC=CC=C%28)=CC%29=C%25[Pd]%27(Cl)[P](C%29)(C%30=CC=CC=C%30)C%31=CC=CC=C%31)C=C%24)C(C%32=CC=C(COC(C=C%33C[P](C%34=CC=CC=C%34)%35C%36=CC=CC=C%36)=CC%37=C%33[Pd]%35(Cl)[P](C%37)(C%38=CC=CC=C%38)C%39=CC=CC=C%39)C=C%32)=C7C%40=CC=C(COC(C=C%41C[P](C%42=CC=CC=C%42)%43C%44=CC=CC=C%44)=CC%45=C%41[Pd]%43(Cl)[P](C%45)(C%46=CC=CC=C%46)C%47=CC=CC=C%47)C=C%40)C=C3C[P](C%48=CC=CC=C%48)1C%49=CC=CC=C%49,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OCC(C=C6)=CC=C6C7=C(C8=CC=C(COC9=CC(C[P](C%10=CC=CC=C%10)%11C%12=CC=CC=C%12)=C([Pd]%13%11Cl)C(C[P](C%14=CC=CC=C%14)%13C%15=CC=CC=C%15)=C9)C=C8)C(C%16=CC=C(COC%17=CC(C[P](C%18=CC=CC=C%18)%19C%20=CC=CC=C%20)=C([Pd]%21%19Cl)C(C[P](C%22=CC=CC=C%22)%21C%23=CC=CC=C%23)=C%17)C=C%16)=C(C%24=CC=C(COC(C=C%25C[P](C%26=CC=CC=C%26)%27C%28=CC=CC=C%28)=CC%29=C%25[Pd]%27(Cl)[P](C%29)(C%30=CC=CC=C%30)C%31=CC=CC=C%31)C=C%24)C(C%32=CC=C(COC(C=C%33C[P](C%34=CC=CC=C%34)%35C%36=CC=CC=C%36)=CC%37=C%33[Pd]%35(Cl)[P](C%37)(C%38=CC=CC=C%38)C%39=CC=CC=C%39)C=C%32)=C7C%40=CC=C(COC(C=C%41C[P](C%42=CC=CC=C%42)%43C%44=CC=CC=C%44)=CC%45=C%41[Pd]%43(Cl)[P](C%45)(C%46=CC=CC=C%46)C%47=CC=CC=C%47)C=C%40)C=C3C[P](C%48=CC=CC=C%48)1C%49=CC=CC=C%49,0.5,30,25,0.18,CF,metal_catalyst,Cl[Pd]12C3=C(C[P](C4=CC=CC=C4)2C5=CC=CC=C5)C=C(OC)C=C3C[P](C6=CC=CC=C6)1C7=CC=CC=C7,H7,SM,220,-1.0,0.0,1,1,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,4395.095999999989,51.92699999999968,4395.095999999989,51.92699999999968,1,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
