Unnamed: 0,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2,EVAP_ENERGY,ENERGY_REDUCTION,EUR_GWP_REDUCTION,USA_GWP_REDUCTION,IND_GWP_REDUCTION,CHN_GWP_REDUCTION,MOLAR_POWER_KW,EUR_COST_REDUCTION,USA_COST_REDUCTION,IND_COST_REDUCTION,CHN_COST_REDUCTION,EUR_BREAKEVEN_COST,USA_BREAKEVEN_COST,IND_BREAKEVEN_COST,CHN_BREAKEVEN_COST,NF_ENERGY,EVAP_ENERGY_THERMAL,EVAP_ENERGY_ELECTRIC
15.0,1.0,0.9972596508696968,0.4061339950095799,100.0000009749893,182.9271497182486,147.5998572248072,14.75998557857248,38.35964930598104,0.0018571610329376,0.7984278528587588,0.0020434800385243,1.011564625363922,0.0022512374931272,2.6099866880899305,0.0047431152954841,0.3059692103255161,126334010.77365443,0.9034690402064471,0.8832192924181401,0.8825055033839821,0.844985048576554,0.8552989428947554,5.081309714395794,0.2560692853783369,-1.110828109614244,-1.330422998295739,-2.0589908383366655,142.1557192699758,43.529621549698774,39.567888446663545,29.726197617266976,12195143.314549906,65128633.28783464,61205377.4858198
20.0,1.0,0.996447599023053,0.499999990033347,93.34829090431128,160.12869622470348,140.74987408715052,15.077927268259176,40.00000039703812,-1.8047506831652896e-10,-2.183608756772565e-09,-1.7953503036156935e-10,-2.017978676685862e-09,-1.7702268649096518e-10,4.465094634302711,-2.9277942143325553e-10,0.4770727691039936,126292070.79316193,0.9154717604364577,0.8992863803218989,0.8986479588970138,0.8650892166437745,0.8743140867267231,4.448019339575096,0.3889284514293823,-0.7176715232229375,-0.8943870187480842,-1.483966511527416,179.12298996822707,54.914850619993054,49.79609785700962,37.41113140865972,10675246.41498023,65107012.08232657,61185058.71083537
25.0,1.0,0.994299000655706,0.5499999900586046,64.90984939500753,141.93227306095753,96.4743121349379,14.862815587176224,40.00000039462312,-1.5335659917598832e-10,4.172547027951616e-09,-1.5075943889071248e-10,4.508065245504922e-09,-1.4283821344183138e-10,7.146672073441959,-2.5116957205000427e-10,0.4463673012078426,125877329.71682669,0.9248303760599054,0.9100074797212133,0.9094434590489603,0.8797956063487741,0.8879454227910519,3.9425631405821537,0.445375434884148,-0.5637946470130799,-0.7252703771334944,-1.2630151024818086,199.33981764872357,61.16772182241727,55.36494751322942,41.5955864742288,9462151.537397169,64893201.72908421,60984127.98774248
30.0,1.0,0.9914914976702756,0.5999999900923948,47.87727334543942,126.28495642932675,70.51769711760639,14.728845690274383,40.00000039094038,-1.1095420806315524e-10,1.3805111625357484e-08,-1.0485756822333068e-10,1.4523455923990714e-08,-8.310488992957672e-11,10.425816850428564,-1.86820953827412e-10,0.3987824229522649,125392029.01652895,0.9328585942717406,0.9191546761182896,0.9186549107638491,0.8923846509275843,0.8996060101849163,3.5079154563701875,0.4924979702698963,-0.4360026698479237,-0.5849068020352033,-1.0797445248989326,219.37476069254905,67.36586989742196,60.88226032855513,45.7413349881545,8418997.09528845,64643015.96239744,60749013.05413151
35.0,1.0,0.9878621570752834,0.6499999901325341,36.576573957931465,113.94392755274264,53.55152428472541,14.64093502751725,40.00000038555844,-4.660308943012489e-11,2.7767686412993618e-08,-3.382809866008159e-11,2.9283588361946324e-08,4.670104034926092e-11,13.219879128846792,-5.366115411181546e-11,0.356019503504635,124820568.0088265,0.9391425471136107,0.9263908718444908,0.9259407401580803,0.9022794834153554,0.9087836610094921,3.1651090986872954,0.5313756370777742,-0.32952064238704826,-0.4678153287421331,-0.9266779567407206,238.89545636038744,73.40231434996673,66.2604054238287,49.78248044277725,7596261.83684951,64348412.20382895,60472155.80499754
40.0,1.0,0.9830877850491024,0.6999999901757142,28.385714183731945,104.82258625128604,41.39020181890936,14.58134946015569,40.00000037793789,8.998101525456846e-11,4.746829011669376e-08,1.1687493958414303e-10,5.026209531924631e-08,1.2161298724289423e-10,14.559496841855518,-7.78315881690876e-12,0.3517081875792864,124122682.63382113,0.9436994732270776,0.9317755101061307,0.93136018391547,0.9095284846019548,0.9155297402013877,2.911738506980168,0.5631483100823067,-0.24071050797367122,-0.36993006159741176,-0.7984117715464718,257.637256596203,79.19316825581522,71.42838963740122,53.66565383850095,6988172.416752403,63988633.23071378,60134049.40310735
45.0,1.0,0.97657160053702,0.7499999902195438,22.02044122091298,98.06005084748908,32.01242966265999,14.537596836278444,40.00000036708911,3.6888008152042137e-10,7.562983846965955e-08,3.051635175371923e-10,8.000279200252698e-08,-6.965945507531262e-11,14.4510097177564,-1.0993197229449494e-10,0.3929127280278619,123222447.06184658,0.9469468682123737,0.935740357487136,0.9353487302599798,0.9147627714196254,0.9204215888568869,2.7238903013191416,0.589120371049401,-0.16663829994835472,-0.28810558345405574,-0.6909437079656637,275.4050217555377,84.67898168653456,76.3316126260529,57.34983915222933,6537336.72316594,63524537.20399267,59697909.85785391
50.0,1.0,0.9671781051555832,0.7999999902622384,16.80880379003647,93.4164542980996,24.37397332598596,14.500718570130369,40.00000035113003,7.890548886875524e-10,1.1767446637135386e-07,6.19990182037913e-10,1.230749943660252e-07,1.211551497496258e-10,12.794005137490876,1.0943607981913064e-10,0.4764790112420997,121977263.70923215,0.9489432421215894,0.9383553401268713,0.9379767454028196,0.9180758425388961,0.9235463468285897,2.5949015082805444,0.6097203500926283,-0.10609708365910413,-0.22101049649268906,-0.6025276093524512,291.68426064127846,89.70007569427071,80.82887163373871,60.72892945264559,6227763.619873307,62882611.17432012,59094652.534912035
55.0,1.0,0.952479787948519,0.8499999903027955,12.36895077668444,91.92472429018176,17.88712532176652,14.461311751263391,40.00000032628933,1.4315125777750983e-09,1.8534543340610005e-07,1.231688123282716e-09,1.8778844153547922e-07,9.033272083213012e-10,8.69517444585216,8.001527403873837e-10,0.6010091597362691,120084747.90583104,0.9489667500698379,0.9389143055142962,0.9385312927774718,0.9183981562413516,0.9239324986045565,2.55346456361616,0.6237464193863532,-0.060748257870509116,-0.17026526114800092,-0.5350021324184425,305.11703579194943,93.8311768920431,84.5510585852776,63.52551204256341,6128314.952678784,61906967.58478843,58177780.32104261
60.0,1.0,0.9263045176310312,0.8999999903403708,8.480991036665168,97.67959847612576,12.212417329403326,14.399752666411729,40.00000028332675,2.4299568260324963e-09,3.109593589518424e-07,2.368830878503034e-09,2.938692899578019e-07,2.465945471489133e-09,4.5981968610122806e-05,2.2710423237162243e-09,0.7577461842965999,116780489.4798512,0.9442374898345904,0.9346693109578688,0.9342385500111042,0.9115955198404999,0.9178197999411031,2.7133221798923826,0.6258271509586608,-0.03939634338566853,-0.14480349702446763,-0.4990322719600055,311.91128763492793,95.88063355720298,86.47124751670545,64.96772460734607,6511973.231741718,60203532.11245594,56576957.36739526
