Unnamed: 0,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2,EVAP_ENERGY,ENERGY_REDUCTION,EUR_GWP_REDUCTION,USA_GWP_REDUCTION,IND_GWP_REDUCTION,CHN_GWP_REDUCTION,MOLAR_POWER_KW,EUR_COST_REDUCTION,USA_COST_REDUCTION,IND_COST_REDUCTION,CHN_COST_REDUCTION,EUR_BREAKEVEN_COST,USA_BREAKEVEN_COST,IND_BREAKEVEN_COST,CHN_BREAKEVEN_COST,NF_ENERGY,EVAP_ENERGY_THERMAL,EVAP_ENERGY_ELECTRIC
0.0,1.0,0.996919210542815,0.0999999901975126,21.71088417753789,864.4879297315453,32.459209428078545,14.950662148371132,40.000000388655536,-4.049224555709064e-11,2.6862808631628457e-08,-2.5198159445843737e-11,2.6822402500720323e-08,1.0954795332285568e-10,7.455723684311135e-08,-1.0951032653293627e-10,0.5723205466379743,123277137.27230507,0.5324962119986123,0.4506726930760509,0.44707515931538855,0.25797012067557457,0.30995268308268825,24.013553603654035,-2.1789013088535945,-7.849807560202264,-8.74969262261124,-11.769732015058654,13.461980125741942,3.727283384367424,4.117091015084383,3.0883488571771567,57632528.648769684,63552731.5013127,59724405.77099236
5.0,1.0,0.992484288701312,0.1999999902799727,17.853632681572943,433.1273780474894,26.610919752822355,14.9050449437598,40.00000038580807,6.808688221055507e-12,3.575845572717047e-08,1.905538018824545e-11,3.5584083607264455e-08,1.6316294696874403e-10,1.0043234603628516e-07,-5.803959169455132e-11,0.5855369188370823,122415937.85643493,0.7641225559178164,0.7229380685529161,0.721122085761477,0.6256646088367501,0.6519046513398825,12.031316056874704,-0.6013126907870643,-3.4567492253235974,-3.9097832140231947,-5.430426509436197,52.56977288705881,15.802822799032178,14.908432627455047,11.19676237980258,28875158.53649929,63108759.67931147,59307178.17712346
10.0,1.0,0.986564895774452,0.2999999909982589,15.012384776909013,289.3917397114108,22.32956183050653,14.874093731498467,40.00000035063062,1.1191512775559054e-09,1.4739729380747874e-07,8.716300928282721e-10,1.462204985650681e-07,4.821373040190761e-10,4.003120078832425e-07,4.809137078118731e-10,0.6023390944966542,121499476.56966929,0.8412109813792928,0.8135585696920693,0.8123354522340166,0.748042053046145,0.7657154881893234,8.038659436428079,-0.07609083369070335,-1.9941003782702318,-2.2983472284273776,-3.3197566097996414,91.06458174244774,27.688997497826804,25.530712898860713,19.178145270690084,19292782.647427388,62636298.85342036,58863177.71624893
15.0,1.0,0.9788295274932524,0.3999999911862498,12.721589072954036,217.57493416391355,18.89424008045476,14.852106896475464,40.00000033745536,1.522402422717825e-09,1.8716560993812534e-07,1.2718521821258967e-09,1.847207547683553e-07,1.0573438540679067e-09,5.505007245315446e-07,9.399106198908603e-10,0.6235280232353089,120463784.94878191,0.8795904045593892,0.8586820054905792,0.857753993611715,0.8089728746880349,0.822382181901519,6.04374817121982,0.18557745957787147,-1.2653193358658974,-1.4954211655380683,-2.2680647924592585,128.80902803173151,39.34336011850695,35.946050167990826,27.004033615462337,14504995.610927569,62102371.53358795,58361413.41519397
20.0,1.0,0.9685680841747272,0.4999999913142016,10.72424008234245,174.5431918234578,15.907397823306397,14.833123560426497,40.00000032006432,2.056365374449865e-09,2.396283049304067e-07,1.8388563843039822e-09,2.347539885721952e-07,1.903492466591461e-09,7.646090940723477e-07,1.594617096772877e-09,0.6508192263801876,119199757.83637133,0.9023805668782997,0.8854849474001308,0.8847321026160988,0.845158674972169,0.8560369053300716,4.848421995096049,0.34117071844317187,-0.8318755395199098,-1.0178675511006083,-1.6425374738021743,165.50945917013817,50.675187683022514,46.073461423680584,34.61357768221201,11636212.788230518,61450731.031035036,57749026.805336304
25.0,1.0,0.9620810809179152,0.5499999913528134,9.785599453848366,158.92372862821767,14.504632570701151,14.822426197913648,40.00000030903914,2.3934002897402676e-09,2.730774855252727e-07,2.2123655770832036e-09,2.661595320694472e-07,2.455214459045442e-09,9.059778517436042e-07,2.0297619484039683e-09,0.6677412729904308,118426451.08899742,0.9105359052436764,0.8950803342078711,0.8943901365797994,0.8581097684696213,0.868082778776515,4.414548017450491,0.3969558459242047,-0.6764237778091126,-0.8465900686164234,-1.418180184915036,183.29913534577761,56.167930117169,50.9825773785761,38.30219282349495,10594915.241881179,61052070.280376546,57374380.808620885
30.0,1.0,0.954310117113012,0.5999999913739785,8.86757307769485,145.9319660446387,13.132009758637176,14.809023442579717,40.00000029576199,2.799345080729344e-09,3.1367887649347455e-07,2.6696823694755222e-09,3.0372166171600416e-07,3.108629934108591e-09,1.0791203204496517e-06,2.568971671811883e-09,0.6877650823188717,117509838.20416449,0.9172086534626471,0.9029350156567602,0.9022960444958203,0.8687084052634964,0.8779412187573105,4.053665723462186,0.44269553097369735,-0.5489214681726056,-0.7061020284226177,-1.234146856940397,200.5582029340146,61.49674860380618,55.7453575725199,41.88085297470887,9728797.736309247,60579531.30154095,56930306.90262354
35.0,1.0,0.9447747799991624,0.6499999913774581,7.957793440376808,134.96965610720503,11.769984562313146,14.790512785358034,40.00000027933466,3.303253344922323e-09,3.6450831123328297e-07,3.2402830017721518e-09,3.498310735152109e-07,3.8808935706771216e-09,1.2947867558768288e-06,3.2572493318755363e-09,0.7120512395498348,116388979.86877272,0.92269047220829,0.9093926487639854,0.9087957195515565,0.8774180232486208,0.8860433516269172,3.7491571140890283,0.4803977610867246,-0.443767276020315,-0.5902311263362409,-1.0823513723630436,217.08818662056777,66.60032799727107,60.307063882838335,45.30842855828408,8997977.073813668,60001698.21410629,56387281.65466643
40.0,1.0,0.932688552237039,0.6999999913628789,7.044352384770635,125.61419456355053,10.39941954382067,14.762775874618995,40.00000025824221,3.9554418573814785e-09,4.308711209859444e-07,3.972443187618658e-09,4.084168796872938e-07,4.873280073368203e-09,1.5706880250919354e-06,4.177222064642733e-09,0.7424998012019959,114964726.27313647,0.9271578343284689,0.9146620672494921,0.9140993407005797,0.8845195138371595,0.8926506308448247,3.4892831823208477,0.5113009765692036,-0.3574959991858527,-0.49515762567946503,-0.9577878576001934,232.5641704757664,71.3782921019663,64.57808640400822,48.51758775598639,8374279.637570035,59267456.582964964,55697269.690171495
45.0,1.0,0.9166632033080178,0.7499999913295694,6.114693601264036,117.56430767854748,8.999625793771616,14.71803230158778,40.00000022966252,3.587717455447796e-09,5.22931751241511e-07,3.813720753566122e-09,4.865117898196303e-07,5.098769304064666e-09,1.940845665434801e-06,4.620221731871393e-09,0.7824643903726621,113062320.42142227,0.9306787576737355,0.9188258004475064,0.9182899381248918,0.8901222343685831,0.8978651767508129,3.265675213292986,0.5359357105791206,-0.28859976018401,-0.4192164696569296,-0.8582702841676325,246.41269709989322,75.65348335311484,68.40026849894268,51.38949355579581,7837620.511903166,58286714.40338744,54775606.01803484
