Unnamed: 0,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2,EXTRACTION_ENERGY,ENERGY_REDUCTION,EUR_GWP_REDUCTION,USA_GWP_REDUCTION,IND_GWP_REDUCTION,CHN_GWP_REDUCTION,MOLAR_POWER_KW,EUR_COST_REDUCTION,USA_COST_REDUCTION,IND_COST_REDUCTION,CHN_COST_REDUCTION,EUR_BREAKEVEN_COST,USA_BREAKEVEN_COST,IND_BREAKEVEN_COST,CHN_BREAKEVEN_COST,NF_ENERGY,EXTRACTION_ENERGY_THERMAL,EXTRACTION_ENERGY_ELECTRIC
0.0,1.0,0.9724092131025264,0.1474737919997274,4.219595718189458,2999.9999772855685,5.345037381489369,12.667178892158924,39.999999195682825,7.467317051296992e-08,1.96329792871762e-06,8.617913206818829e-08,2.2195573329190173e-06,1.2280637881566458e-07,7.92184438420996,2.0190546814288288e-08,0.2838971672180672,5612769349.027189,0.9940611610760866,0.9941793987256652,0.9940754365563188,0.983887143960371,0.9880846165477322,83.33333270237691,0.9760251523677091,0.9461952406279494,0.9553429013679134,0.9442844535748509,9640.9966477859,2626.897539185721,2988.294910638014,2241.146370755701,33333333.080950763,5612769349.027189,0.0
5.0,1.0,0.9587356938138862,0.1999999933493176,3.863209242489223,2409.767811325699,4.846803552039535,12.54605497134624,39.99999972428139,9.157412814309297e-08,1.8754885779864364e-06,1.059466011463445e-07,2.0682743684227105e-06,1.4128203822441218e-07,1.0646113935686951e-05,2.4661186948760305e-08,0.462775887102689,5612769349.027189,0.9952295923387161,0.9953398950233938,0.9952563867929994,0.9870725802143416,0.9904442250165183,66.93799475904719,0.9814160717064241,0.9592481402342504,0.9663082209098752,0.9581518905948833,13110.711005286355,3574.1852348088346,4061.9871209341054,3046.4088436977486,26775197.903618876,5612769349.027189,0.0
10.0,1.0,0.9245898932397196,0.2999999946281273,3.232069219871048,1613.6294940547696,3.978246315504245,12.308666817060011,39.99999948268217,1.2781428976888264e-07,2.644598011479756e-06,1.4485895748021028e-07,2.847350270393793e-06,1.834435715995456e-07,1.1505257357993016e-05,3.7799929146717483e-08,0.5531303395554885,5612769349.027189,0.9968056380931248,0.9968800056751069,0.9968240868671091,0.9913440436833234,0.9936017655562351,44.823041501521374,0.9875781038143957,0.9727932792033192,0.9775113382179216,0.9720737064083261,19738.60237774352,5384.8641238040445,6111.882012694699,4583.829651447111,17929216.60060855,5612769349.027189,0.0
15.0,1.0,0.8794625541438493,0.3999999957374011,2.747373230703025,1217.294558161493,3.318470584436961,12.078703205094849,39.99999913975968,1.7919160814848568e-07,3.9042861903390615e-06,1.9660315540646026e-07,3.905858086165014e-06,2.3663372809496e-07,1.2827986272813735e-05,5.8385154660697854e-08,0.6726097683441402,5612769349.027189,0.997590227880462,0.9976468307402784,0.9976046465456256,0.9934705954696567,0.9951737823287612,33.81373772670814,0.9906511741647764,0.9795563913242767,0.9831062021942211,0.979027900513775,26366.282778071334,7195.4744272900425,8161.721914848724,6121.209099691683,13525495.090683257,5612769349.027189,0.0
20.0,1.0,0.8198637790395821,0.4999999967431334,2.3450851674762507,981.3631644108328,2.7756769160032766,11.83614546072296,39.99999857001151,2.591517959487772e-07,6.0716132828322125e-06,2.6892281637925535e-07,5.5625813550887455e-06,3.086957146887621e-07,1.5149038432761512e-05,9.521863555077797e-08,0.8306123580667969,5612769349.027189,0.9980572807321915,0.9981034434178708,0.9980694352031171,0.9947366301572486,0.9961097118279317,27.260087900300913,0.9924864505797798,0.9836040632193073,0.9864559034898288,0.9831931792923595,32993.67881234113,9005.992288996526,10211.487694026444,7658.532797635541,10904035.160120364,5612769349.027189,0.0
25.0,1.0,0.7830464225001235,0.5499999972290979,2.16568595981053,896.4140978391009,2.5351042506193453,11.705779589766257,39.99999816133673,3.186638449571043e-07,7.977099720593325e-06,3.17613890505497e-07,6.655815490434844e-06,3.573565288338736e-07,1.670985043848745e-05,1.2616804262542688e-07,0.9283714045088464,5612769349.027189,0.9982254470078336,0.9982679119978708,0.9982368476128876,0.9951925378845319,0.9964467624282295,24.900391606641694,0.9931499560991278,0.9850713403746654,0.987670717943835,0.9847045580756206,36307.23551537577,9911.205285279255,11236.333745017007,8427.16693914873,9960156.642656676,5612769349.027189,0.0
30.0,1.0,0.7382516007566524,0.5999999923223395,1.9848952637769608,826.3866908411508,2.2922774291166204,11.54860647284164,39.99999843582248,2.6956783947149924e-07,1.558888614731e-05,2.0616979768474334e-07,6.2389929520777896e-06,1.93702076737886e-07,6.331601497101875e-06,0.0467784488823252,0.999999980436636,5612769349.027189,0.9983640741723565,0.9984035470467663,0.9983749093955164,0.9955684195730382,0.9967246647422481,22.95518585669863,0.9936993794458526,0.9862899082692717,0.988680116454551,0.9859610852505495,39620.654743587336,10816.373493382338,12261.144053437623,9195.774196269187,9182074.342679452,5612769349.027189,0.0
35.0,1.0,0.682644569692261,0.6499999974466186,1.8034163196937183,768.0378703346137,2.048176110350661,11.357200708367278,39.999993226333416,9.995194802096342e-07,6.279984527922256e-05,7.732250435160511e-07,2.091570100135719e-05,8.109520471109505e-07,2.4471570374919187e-05,0.1927252593143921,0.999999890905203,5612769349.027189,0.9984795822553606,0.998516629190146,0.9984900135622312,0.9958816820265697,0.9969562880036343,21.3343852870726,0.9941601285252697,0.9873160662363787,0.9895307270853768,0.9870207942159369,42933.88551635772,11721.4809319493,13285.904776459123,9964.344164873126,8533754.114829041,5612769349.027189,0.0
40.0,1.0,0.6193807220692885,0.6999999985614633,1.646527383782019,718.8208519135137,1.839107353369972,11.169612916765486,39.99999072211761,1.3522224551634729e-06,9.175643250931064e-05,1.0598924610936203e-06,2.5564572711315493e-05,1.260975882014132e-06,3.634786335015275e-05,0.3592230013034685,0.9999998359862872,5612769349.027189,0.9985770129043378,0.998612073594551,0.9985871635359835,0.996145977796379,0.9971517214110375,19.96724588648649,0.9945514082972368,0.9881912886726343,0.9902567487570637,0.9879260344710675,46246.94957831651,12626.534027727168,14310.622183630065,10732.881552330915,7986898.354594597,5612769349.027189,0.0
45.0,1.0,0.5476125976166956,0.74999999972224,1.5092434761966405,677.0489571325606,1.657870098133908,10.984775646086048,39.99998704318558,1.8699647325474027e-06,0.0001344606159004,1.4916689504573286e-06,3.1360911290960625e-05,2.0688314043611177e-06,5.935973958435219e-05,0.5487462521899483,0.9999997557712624,5612769349.027189,0.9986597050898474,0.9986931476210997,0.9986696851281429,0.9963703608183845,0.997317658971512,18.80691547590446,0.9948864723249623,0.9889449997890359,0.9908825590202223,0.9887071576357278,49559.80807180404,13531.520512716355,15335.285805346532,11501.37848873827,7522766.190361785,5612769349.027189,0.0
50.0,1.0,0.4662339081828345,0.8000000009053116,1.3876157361311918,641.5067778234608,1.498782434301782,10.801134602873235,39.99998139162243,2.665550784068977e-06,0.0001980498999559,2.173250277919356e-06,3.854220513274989e-05,3.693924771755686e-06,0.0001180625107918,0.7645599432577193,0.9999996380936969,5612769349.027189,0.9987300648496873,0.998762209405273,0.9987399785930137,0.996561358991602,0.9974589280365713,17.819632717318356,0.9951750336845346,0.989598997836688,0.9914262500783922,0.9893867360902799,52872.41241430385,14436.424835196665,16359.882751778063,12269.825282304393,7127853.086927343,5612769349.027189,0.0
55.0,1.0,0.373688881393084,0.8500000016866037,1.2783961985964984,609.2640980665866,1.3571506257075563,10.616040842404876,39.999968612362125,4.433185535061311e-06,0.4412815144113935,3.40032627499876e-06,4.680746729108112e-05,7.786085438710344e-06,0.0004470358703947,0.9999981918167004,0.9999996010313792,5612769349.027189,0.9987938928773543,0.9988247889937342,0.9988036755211277,0.9967345552056919,0.9975870116621787,16.92400272407185,0.9954336865995377,0.9901808614806026,0.9919093794171444,0.9899897749241197,56185.21723683093,15341.395763708688,17384.5306117513,13038.310387828686,6769601.08962874,5612769349.027189,0.0
60.0,1.0,0.2656775932826496,0.9000000030094769,1.1768853659821108,534.0151473974662,1.2256153464842714,10.41405885322994,39.99994368207933,7.993897369608134e-06,11.728396236478208,6.745655243831762e-06,8.25779587410009e-05,1.7181254254379412e-05,0.0008933281219664,0.9999973673624536,0.9999995727201894,5612769349.027189,0.9989428566775547,0.998967194125408,0.9989486883342055,0.9971351207963564,0.9978822921161589,14.833754094374061,0.9958770535928703,0.9909521287493918,0.992518666334478,0.9907061585871021,59510.68997406445,16250.489324171003,18412.476238236704,13809.275908535255,5933501.637749624,5612769349.027189,0.0
